Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56,Neuron 57,Neuron 58,Neuron 59,Neuron 60,Neuron 61,Neuron 62,Neuron 63,Neuron 64,Neuron 65,Neuron 66,Neuron 67,Neuron 68
4.998,-0.36845,-2.3121,1,0.003081,0.09103,0.076691,-0.24322,-0.08424,0.0016813,-0.065007,0.22488,1.6244,0.24271,0.34293,0.36344,0.22717,0.43809,0.45469,0.28516,0.54919,0.68347,0.30445,0.31884,0.18524,0.22578,0.096448,0.2278,0.27472,0.51221,0.21216,0.11518,0.53604,0.78696,0.49879,0.071094,0.17945,1.2019,1.0493,0.35976,0.10777,0.45191,0.42276,0.83249,0.94431,0.6023,0.23788,0.1519,0.16583,0.034119,0.13118,0.085659,-0.032456,-0.054713,-0.031063,0.018271,-0.012555,0.0024877,-0.034769,-0.093279,-0.07486,-0.13565,-0.070618,0.055794,-0.0014298,0.090526,0.078957,-0.05141,0.022149,0.17728,0.090251,0.42963
5.163,-0.3783,-2.3102,1,0.066653,0.11982,0.082938,-0.23426,-0.055852,0.011436,-0.079706,0.35934,1.5415,0.25785,0.31487,0.39499,0.23728,0.48148,0.50565,0.28101,0.5243,0.71953,0.31179,0.33317,0.15632,0.27849,0.11214,0.18573,0.36646,0.53247,0.19205,0.081461,0.55351,0.72283,0.46646,0.0769,0.14873,0.63788,0.57824,0.36372,0.14092,0.51071,0.35653,0.79945,0.9127,0.63548,0.2504,0.1842,0.18302,0.036836,0.15914,0.10097,-0.0051974,-0.0058736,-0.034406,0.021202,-0.0096654,0.0012383,-0.014141,-0.039402,-0.059318,-0.10966,-0.062245,0.026511,-0.012734,0.065481,0.092676,-0.036164,0.020906,0.16097,0.088395,0.40402
5.333,-0.38389,-2.3076,1,0.077968,0.13444,0.086719,-0.20714,-0.059484,0.032473,-0.056229,0.42259,1.4692,0.27881,0.28985,0.38218,0.24608,0.51719,0.51405,0.27618,0.53709,0.74054,0.31027,0.32442,0.13929,0.30868,0.10803,0.13103,0.42928,0.53849,0.17017,0.084232,0.54251,0.68351,0.43412,0.055038,0.12673,0.54275,0.58699,0.37832,0.19223,0.57472,0.28612,0.78873,0.87091,0.5988,0.25699,0.2165,0.17901,0.030201,0.16133,0.10014,0.0027476,0.026995,-0.037525,0.020088,-0.010784,-0.0037396,-0.023867,-0.023107,-0.052872,-0.1057,-0.064666,0.0038267,-0.016363,0.066232,0.09265,-0.027679,0.011135,0.14663,0.08387,0.3826
5.499,-0.37917,-2.2973,1,0.10649,0.14754,0.0905,-0.19705,-0.075736,0.053523,-0.029789,0.55413,1.4559,0.29977,0.27813,0.3685,0.2581,0.52523,0.51384,0.26576,0.51151,0.73165,0.30063,0.27483,0.112,0.31708,0.06956,0.075436,0.43148,0.48259,0.14829,0.093676,0.49556,0.66648,0.46253,0.060642,0.11958,0.62566,0.65199,0.40142,0.24613,0.64002,0.27957,0.85587,0.71259,0.52087,0.20396,0.24146,0.14652,0.022865,0.13258,0.10943,-0.017839,0.032014,-0.039295,0.0060616,-0.031119,-0.019068,-0.056641,-0.027835,-0.040904,-0.080994,-0.049456,-0.0099416,-0.0099487,0.027801,0.0684,-0.037794,0.0013644,0.1305,0.079344,0.37862
5.664,-0.37975,-2.2806,-1,0.17535,0.1672,0.13042,-0.20157,-0.091987,0.068272,0.050335,0.65045,1.57,0.30698,0.24703,0.35243,0.26352,0.49202,0.46487,0.25513,0.46635,0.66798,0.29672,0.20177,0.078506,0.25196,-0.012176,0.03285,0.37803,0.32469,0.12997,0.13106,0.46468,0.66344,0.49095,0.06044,0.11633,0.70856,0.71699,0.42452,0.25936,0.71601,0.31917,0.85503,0.53976,0.42326,0.16568,0.22339,0.10563,0.014762,0.081517,0.075489,-0.05605,0.0060764,-0.055962,-0.015346,-0.048451,-0.060715,-0.092944,-0.09808,-0.035429,-0.11559,-0.055209,0.020981,-0.0084451,-0.025903,0.041609,-0.057593,0.0082497,0.101,0.077443,0.3806
5.83,-0.39379,-2.2772,-1,0.2329,0.18306,0.17034,-0.19363,-0.079472,0.09735,0.13826,0.78199,1.6833,0.31419,0.22345,0.33636,0.2559,0.4588,0.4159,0.23451,0.41906,0.60431,0.29707,0.13791,0.036338,0.18605,-0.072833,0.030884,0.29478,0.1632,0.12462,0.16844,0.43379,0.72849,0.50309,0.092855,0.12885,0.62864,0.6947,0.43166,0.29347,0.78476,0.35876,0.93756,0.43323,0.31199,0.13249,0.23546,0.063079,0.021657,0.030625,0.041548,-0.095848,-0.021151,-0.078094,-0.021278,-0.057753,-0.10228,-0.12256,-0.1679,-0.038083,-0.13513,-0.050492,0.050707,-0.0035636,-0.050279,0.014666,-0.077393,0.015135,0.071495,0.077746,0.40333
6.001,-0.41015,-2.284,-1,0.20423,0.1768,0.18035,-0.17211,-0.059881,0.1167,0.25032,0.82555,1.7523,0.3268,0.17354,0.3099,0.24749,0.44883,0.36539,0.21389,0.40419,0.54079,0.32418,0.083804,0.021011,0.092906,-0.12693,0.060036,0.21963,0.12761,0.11681,0.20913,0.43308,0.80729,0.50503,0.10871,0.15592,0.56251,0.67241,0.41109,0.27527,0.88869,0.44367,1.0201,0.35331,0.24913,0.1127,0.2138,0.033784,0.028552,0.0067802,0.016944,-0.11776,-0.041792,-0.082209,-0.0046966,-0.057606,-0.112,-0.14211,-0.2053,-0.042191,-0.18501,-0.063997,0.077378,-0.0013701,-0.024501,-0.012891,-0.086512,0.035155,0.073135,0.071319,0.41844
6.166,-0.426,-2.2994,-1,0.19276,0.17054,0.18529,-0.16135,-0.0082684,0.12488,0.30822,0.87283,1.8205,0.33235,0.15616,0.28623,0.21561,0.44946,0.35328,0.20359,0.37698,0.49233,0.34265,0.061355,0.017013,0.041848,-0.11604,0.077567,0.1808,0.12327,0.10928,0.24982,0.47574,0.90408,0.50697,0.14277,0.17741,0.58231,0.56358,0.36955,0.25547,0.83236,0.49004,1.202,0.32345,0.25958,0.10223,0.2966,0.029005,0.031671,-0.00028292,0.0039202,-0.1139,-0.073815,-0.077887,0.015929,-0.045979,-0.12196,-0.13923,-0.19473,-0.048388,-0.21286,-0.06671,0.080192,0.0027361,0.019891,-0.0522,-0.088871,0.055506,0.06845,0.059093,0.42742
6.332,-0.4293,-2.3111,-1,0.17275,0.16751,0.17557,-0.15228,0.00049747,0.13935,0.35577,0.90956,1.8695,0.32555,0.12546,0.25555,0.17734,0.45881,0.34117,0.20097,0.35044,0.44387,0.32809,0.070402,0.013015,0.021198,-0.086534,0.080479,0.17575,0.13394,0.10175,0.28384,0.5184,0.94787,0.46791,0.15115,0.20271,0.60211,0.64355,0.31325,0.21912,1.0468,0.52034,1.2837,0.37224,0.28258,0.13568,0.38674,0.045058,0.034024,0.0010943,-0.021743,-0.10964,-0.10455,-0.074915,0.026635,-0.046457,-0.12984,-0.13637,-0.17712,-0.054968,-0.24374,-0.083007,0.075639,0.0017098,0.059055,-0.081317,-0.1102,0.075857,0.063592,0.046867,0.41501
6.501,-0.435,-2.3162,-1,0.12338,0.15405,0.13152,-0.15112,0.0092633,0.18181,0.36908,0.98152,1.8642,0.29772,0.11549,0.20415,0.16621,0.48105,0.31707,0.20416,0.31125,0.40565,0.31781,0.088718,-0.014116,0.0038454,-0.042608,0.07038,0.18921,0.16,0.10456,0.26883,0.53998,0.95124,0.42884,0.15957,0.22419,0.67491,0.65909,0.24503,0.21894,0.97183,0.48243,1.4656,0.39156,0.32485,0.14813,0.50109,0.053296,0.038179,0.012821,-0.029907,-0.096776,-0.093495,-0.083252,0.042902,-0.04157,-0.13764,-0.1376,-0.17726,-0.055055,-0.25024,0.00085628,0.071087,0.00346,0.089374,-0.10564,-0.11249,0.066206,0.072742,0.033534,0.3973
6.667,-0.44926,-2.3162,-1,0.085327,0.11878,0.087469,-0.14959,0.0068713,0.19863,0.45838,1.0033,1.7216,0.29084,0.098005,0.16835,0.16812,0.46963,0.29015,0.21208,0.29071,0.35405,0.30325,0.097765,-0.032577,-0.01272,0.0013188,0.055738,0.21299,0.18965,0.10542,0.25381,0.56155,0.93856,0.39456,0.18918,0.24359,0.74169,0.69606,0.1905,0.17249,0.90411,0.44453,1.4804,0.4023,0.34443,0.16057,0.5834,0.063202,0.039538,0.015858,-0.043619,-0.066544,-0.081152,-0.086124,0.03936,-0.044713,-0.12491,-0.13154,-0.18047,-0.058847,-0.2482,0.08472,0.063417,0.0081492,0.090364,-0.11796,-0.12249,0.049718,0.081893,0.020201,0.42544
6.833,-0.45542,-2.3135,-1,0.11629,0.087165,0.06276,-0.14806,0.0066281,0.21546,0.54768,0.99212,1.4154,0.28681,0.13257,0.16411,0.15926,0.41478,0.29981,0.2248,0.28221,0.33756,0.29378,0.097018,-0.032171,0.022497,0.057558,0.041491,0.25762,0.2244,0.1309,0.25673,0.59216,0.96396,0.36328,0.23577,0.27991,0.74106,0.63803,0.16367,0.19631,0.70568,0.39151,1.6598,0.39819,0.35782,0.17388,0.64991,0.057321,0.053521,0.018895,-0.047127,-0.052094,-0.065451,-0.079315,0.039054,-0.039826,-0.10776,-0.1126,-0.18826,-0.062638,-0.23398,0.16583,0.0588,0.012838,0.073742,-0.1218,-0.12143,0.043259,0.083114,0.012904,0.46575
6.997,-0.45674,-2.3092,-1,0.14726,0.05555,0.043136,-0.13437,0.024476,0.24425,0.62,0.85679,1.1092,0.30361,0.12043,0.17507,0.17387,0.35702,0.31759,0.23194,0.32298,0.32106,0.29296,0.086284,-0.029665,0.067664,0.069837,0.041846,0.38668,0.35427,0.2072,0.26631,0.63488,0.97076,0.33201,0.28999,0.3131,0.65819,0.57915,0.18732,0.13055,0.68612,0.3385,1.7524,0.47733,0.37107,0.21068,0.587,0.056612,0.052746,0.01219,-0.050634,-0.032273,-0.022397,-0.056764,0.027025,-0.036925,-0.079417,-0.07923,-0.19133,-0.083735,-0.24908,0.18181,0.049652,0.0096118,0.039861,-0.095481,-0.082063,0.052765,0.090661,0.01115,0.47652
7.167,-0.45757,-2.3151,-1,0.18211,0.032348,0.038155,-0.073174,0.087502,0.27305,0.69972,0.72146,0.88628,0.34679,0.12247,0.18927,0.19134,0.37126,0.36886,0.22959,0.36374,0.29699,0.30724,0.093964,-0.035382,0.15228,0.095774,0.057979,0.5222,0.48414,0.29042,0.32869,0.6776,1.0083,0.30526,0.26414,0.28044,0.65756,0.41971,0.21978,0.15436,0.41532,0.27296,1.8449,0.55647,0.46003,0.25766,0.51826,0.055904,0.044585,0.007128,-0.05155,-0.012843,0.029788,-0.010789,0.016507,-0.025674,-0.047252,-0.04584,-0.11138,-0.083883,-0.23506,0.19825,0.046182,0.0063852,0.01121,-0.054837,-0.023312,0.062272,0.10133,0.0093958,0.4618
7.334,-0.46016,-2.3212,-1,0.20598,0.094358,0.041036,-0.003291,0.1518,0.27914,0.84664,0.5315,0.75865,0.38997,0.14114,0.19645,0.18998,0.40575,0.42013,0.22143,0.40543,0.31353,0.28923,0.11519,0.0029451,0.23361,0.13903,0.094401,0.65772,0.48713,0.3537,0.40954,0.70404,1.065,0.27851,0.23825,0.24621,0.52483,0.34077,0.26577,0.16499,0.6733,0.24207,1.8602,0.66478,0.55388,0.29564,0.46913,0.065889,0.035388,0.006672,-0.047652,0.014164,0.052577,0.02307,0.00052547,-0.02323,-0.0033055,0.010337,-0.013252,-0.080131,-0.2204,0.12262,0.019543,0.011528,0.0063347,-0.030774,0.018009,0.078236,0.096516,0.0071637,0.43813
7.498,-0.47303,-2.3271,-1,0.23872,0.17819,0.045402,0.1416,0.21891,0.28522,0.91615,0.49726,0.76997,0.38674,0.16956,0.18804,0.20114,0.4759,0.46474,0.22014,0.4306,0.31972,0.28052,0.12287,0.06554,0.30876,0.22851,0.14402,0.77807,0.49013,0.42338,0.49469,0.73048,1.1218,0.27887,0.18988,0.19408,0.39211,0.27112,0.31404,0.23676,0.76229,0.23211,1.8255,0.7615,0.65522,0.32213,0.4219,0.075875,0.030525,0.028579,-0.021297,0.033498,0.090272,0.080309,-0.0038399,-0.020787,0.032053,0.047812,0.094081,0.029296,-0.18763,0.051483,0.021202,0.022373,0.038224,-0.004236,0.067043,0.10821,0.065969,0.001445,0.36585
7.667,-0.48021,-2.3213,-1,0.24155,0.22535,0.049107,0.29359,0.30689,0.30388,0.97929,0.54357,1.0598,0.36526,0.20692,0.24046,0.2471,0.57306,0.4819,0.22867,0.49503,0.32592,0.26169,0.13602,0.11625,0.34736,0.29917,0.18005,0.86948,0.67131,0.47194,0.58483,0.73041,1.1267,0.31902,0.16234,0.12306,0.313,0.33852,0.3639,0.2226,0.85127,0.1734,1.4826,0.75537,0.6623,0.3371,0.38,0.09998,0.024186,0.050486,0.005058,0.068615,0.12799,0.10643,-0.025391,0.0031735,0.064457,0.077135,0.205,0.13872,-0.035831,0.084372,0.022862,0.09116,0.11022,0.025603,0.16079,0.13987,0.031685,-0.0035803,0.27531
7.834,-0.47645,-2.3138,-1,0.24439,0.2481,0.052813,0.44418,0.37679,0.3705,1.0487,0.75532,1.3496,0.33561,0.26259,0.29751,0.29305,0.66838,0.46123,0.25553,0.52255,0.33211,0.22361,0.13863,0.14699,0.35238,0.32066,0.2036,0.86906,0.76062,0.47988,0.66832,0.70334,1.0552,0.38701,0.1191,0.052037,0.23056,0.41076,0.36682,0.23608,0.87781,0.12428,1.2374,0.55797,0.58628,0.27926,0.32296,0.10518,0.030472,0.058402,0.01924,0.082394,0.14166,0.12636,-0.024229,0.04499,0.089646,0.11622,0.39079,0.25314,0.15851,0.18238,0.04132,0.1854,0.19425,0.089113,0.21623,0.15556,-0.014387,0.0018316,0.18786
7.999,-0.47758,-2.312,2,0.2264,0.25298,0.04741,0.53423,0.36425,0.43831,1.0898,0.97103,1.5223,0.29192,0.30409,0.35915,0.32049,0.63094,0.38445,0.28979,0.54397,0.36627,0.19506,0.13171,0.17041,0.30933,0.32419,0.1945,0.80683,0.82968,0.47433,0.65176,0.62282,0.95645,0.46434,0.17167,0.050064,0.16665,0.48215,0.37278,0.17654,0.89253,0.10378,0.88209,0.36057,0.43038,0.18384,0.26873,0.10987,0.065613,0.062859,0.02907,0.096173,0.14619,0.10488,-0.014112,0.090563,0.10924,0.15531,0.49356,0.32299,0.3178,0.26623,0.052549,0.27964,0.24033,0.1383,0.23569,0.14598,-0.063576,0.011504,0.15788
8.164,-0.46369,-2.3107,2,0.20842,0.15341,0.039402,0.58486,0.35044,0.52933,1.0791,1.2414,1.6818,0.24899,0.32147,0.4583,0.33961,0.56631,0.30467,0.30415,0.5426,0.37758,0.23342,0.18014,0.17017,0.28651,0.31817,0.15887,0.72928,0.93941,0.43726,0.61464,0.54631,0.80035,0.52741,0.23425,0.052911,0.17319,0.53748,0.36165,0.16511,0.66786,0.12224,0.59037,0.17799,0.26554,0.11089,0.20433,0.096701,0.10075,0.066585,0.027804,0.094786,0.15909,0.094568,0.001469,0.12531,0.11188,0.105,0.51709,0.38292,0.44178,0.30484,0.088529,0.33075,0.26133,0.21321,0.24249,0.1364,-0.088665,0.02297,0.14307
8.334,-0.46138,-2.3143,2,0.27775,0.053835,0.030294,0.54764,0.34108,0.62036,1.0336,1.3167,1.8397,0.24881,0.37922,0.56559,0.35501,0.49968,0.23439,0.30952,0.52856,0.42715,0.26525,0.28758,0.13894,0.26987,0.29305,0.11004,0.65559,0.99808,0.38152,0.53147,0.4571,0.6151,0.59056,0.2871,0.065824,0.22695,0.58736,0.32191,0.15404,0.59437,0.10091,0.39372,0.0076028,0.10069,0.049419,0.10223,0.068006,0.099263,0.063528,0.0096306,0.086944,0.15709,0.060879,0.0048096,0.15951,0.093975,0.05643,0.49426,0.34901,0.51011,0.33785,0.10432,0.36763,0.25809,0.29652,0.24413,0.11452,-0.082314,0.037998,0.16264
8.5,-0.46414,-2.3274,2,0.40393,0.0054918,0.039274,0.52558,0.36947,0.67425,1.0036,1.3115,1.8216,0.27959,0.48983,0.65273,0.34985,0.44516,0.1761,0.29591,0.45151,0.50321,0.30639,0.35654,0.094112,0.26587,0.26793,0.094443,0.57089,0.86114,0.31625,0.42193,0.36552,0.42985,0.59762,0.31476,0.087464,0.26683,0.54468,0.28056,0.17522,0.52089,0.074957,0.32987,-0.068505,0.035133,0.010612,0.018935,0.03792,0.086623,0.082822,0.0064973,0.083257,0.14793,0.05954,0.013613,0.1722,0.07468,0.0031394,0.45614,0.31892,0.4536,0.27691,0.1201,0.3416,0.21474,0.34626,0.19334,0.091771,-0.049166,0.057187,0.20144
8.665,-0.47302,-2.3278,2,0.53011,-0.014511,0.048254,0.50351,0.40599,0.67638,0.98416,1.265,1.8036,0.33371,0.59631,0.73987,0.343,0.39472,0.16014,0.26953,0.37446,0.55278,0.34082,0.38053,0.056261,0.27684,0.3049,0.090069,0.46345,0.69905,0.25098,0.32012,0.26203,0.30892,0.5605,0.35812,0.12105,0.41568,0.54708,0.26356,0.24177,0.49124,0.035769,0.14429,-0.043226,0.049367,0.017742,-0.024263,0.01246,0.077331,0.12879,0.02268,0.090673,0.15436,0.047667,0.0069449,0.16481,0.065507,-0.041969,0.30085,0.29921,0.38386,0.21597,0.12057,0.30109,0.17139,0.37718,0.14254,0.068539,-0.0042317,0.067477,0.26731
8.83,-0.47529,-2.3311,2,0.67133,0.01991,0.059253,0.51646,0.47829,0.66698,1.0369,1.2145,1.7435,0.38782,0.68268,0.81755,0.3745,0.42358,0.17511,0.24314,0.29294,0.59308,0.37525,0.39399,0.0433,0.26764,0.34618,0.1159,0.42804,0.56212,0.19228,0.28253,0.21198,0.22208,0.5091,0.36509,0.16495,0.44036,0.48441,0.34206,0.2777,0.43653,-0.0034196,0.068917,0.030726,0.046062,0.052254,-0.056781,0.020083,0.046572,0.18226,0.034668,0.10965,0.16078,0.061504,0.02449,0.15974,0.079519,-0.020836,0.14556,0.29183,0.29494,0.18423,0.11834,0.25561,0.15139,0.40809,0.13797,0.070577,0.032963,0.073506,0.29757
9,-0.4798,-2.3301,2,0.81256,0.11013,0.060247,0.57859,0.47678,0.6038,1.0613,1.0788,1.5234,0.38981,0.64662,0.84975,0.406,0.45647,0.20119,0.16974,0.26171,0.59996,0.36015,0.3468,0.085062,0.2382,0.39965,0.16855,0.38523,0.44077,0.17028,0.26457,0.18322,0.19973,0.55144,0.34717,0.20561,0.43712,0.48681,0.43606,0.3018,0.38182,-0.033994,0.040309,0.11907,0.042756,0.092137,-0.055692,0.039336,0.015279,0.23186,0.02991,0.13723,0.15153,0.087714,0.013105,0.17164,0.11444,0.066884,0.0695,0.27756,0.18858,0.20222,0.16818,0.20105,0.14932,0.4276,0.14522,0.070841,0.039979,0.077445,0.31505
9.166,-0.47909,-2.3237,2,0.77612,0.2021,0.060855,0.66205,0.47083,0.54061,1.0465,0.99728,1.3034,0.36844,0.55359,0.85427,0.42869,0.45788,0.22727,0.098462,0.23162,0.57769,0.34227,0.25421,0.13354,0.20877,0.42599,0.22121,0.31505,0.35989,0.15988,0.28836,0.18623,0.29134,0.59369,0.32421,0.26094,0.38666,0.48298,0.48051,0.30112,0.34605,-0.032546,0.27105,0.22582,0.22609,0.19237,-0.0096128,0.083245,0.018094,0.22198,0.025153,0.16314,0.14227,0.11405,0.024979,0.23571,0.15787,0.12498,0.041291,0.25816,0.11976,0.18356,0.21914,0.15502,0.11991,0.40818,0.15764,0.07623,0.04737,0.06989,0.3009
9.667,-0.44044,-2.318,2,0.61149,0.29077,0.052641,0.73158,0.39429,0.4879,1.0227,0.86354,1.2472,0.32766,0.41745,0.6998,0.42728,0.42615,0.24335,0.041172,0.23651,0.51095,0.29115,0.16756,0.1592,0.18017,0.42159,0.21272,0.25588,0.28774,0.15472,0.28496,0.22005,0.3879,0.62193,0.28863,0.28903,0.3609,0.54659,0.52496,0.30044,0.31361,0.037797,0.68045,0.46298,0.39104,0.27036,0.059444,0.12854,0.032423,0.18974,0.0053545,0.14998,0.10819,0.12947,0.0085965,0.29979,0.19266,0.15083,-0.01088,0.20934,0.057871,0.16511,0.2701,0.11347,0.090505,0.32965,0.13421,0.07222,0.074375,0.058174,0.28752
9.833,-0.43294,-2.3153,-1,0.43392,0.35016,0.044427,0.79279,0.34384,0.43931,0.96376,0.8077,1.2224,0.25557,0.28144,0.53986,0.38589,0.39218,0.25099,0.035735,0.24139,0.47071,0.26599,0.13641,0.17575,0.15941,0.39804,0.2025,0.24027,0.24041,0.14957,0.27382,0.33082,0.48447,0.64898,0.2479,0.30518,0.43695,0.5442,0.48452,0.29976,0.37865,0.12204,1.1014,0.69082,0.57334,0.32526,0.13223,0.17384,0.045461,0.15349,-0.022673,0.11863,0.082371,0.11534,0.024954,0.34194,0.18404,0.15222,-0.011843,0.15325,0.025411,0.14202,0.26508,0.061077,0.051521,0.2316,0.11078,0.088527,0.10138,0.053042,0.2779
9.999,-0.43328,-2.3181,-1,0.24958,0.33676,0.042212,0.8409,0.31895,0.40107,0.86111,0.69941,1.2022,0.18349,0.16553,0.38857,0.32179,0.35768,0.28952,0.03082,0.27169,0.41935,0.24083,0.11626,0.18296,0.15964,0.37949,0.22056,0.22465,0.27839,0.14719,0.26168,0.45433,0.57424,0.63073,0.22767,0.29864,0.5671,0.7107,0.3413,0.30474,0.48058,0.19603,1.5104,0.87,0.77734,0.36941,0.19362,0.18449,0.058498,0.13765,-0.043556,0.07571,0.056552,0.093503,-0.0024616,0.36314,0.15783,0.10288,-0.012805,0.10234,0.012137,0.099392,0.26277,0.0078182,0.027137,0.14274,0.097293,0.098646,0.13156,0.04791,0.27585
10.167,-0.43678,-2.3283,-1,0.13473,0.27805,0.050388,0.99625,0.3746,0.42603,0.80219,0.67638,1.2728,0.18915,0.15538,0.26796,0.26832,0.35686,0.32478,0.093236,0.2971,0.39993,0.23965,0.11731,0.14441,0.2021,0.37238,0.21803,0.33375,0.54537,0.15671,0.33419,0.57638,0.61754,0.53059,0.19254,0.28182,0.70312,0.66658,0.1856,0.30533,0.5825,0.22116,1.7062,0.97342,0.98133,0.33942,0.22607,0.18164,0.07188,0.12371,-0.022614,0.049926,0.040065,0.068833,0.0093429,0.34148,0.12089,0.053545,0.015014,0.064329,0.080949,0.056767,0.17805,0.001458,0.060462,0.08421,0.13644,0.11946,0.15213,0.042215,0.23731
10.333,-0.4466,-2.3313,-1,0.090034,0.21757,0.058564,1.1303,0.43025,0.451,0.81912,0.56864,1.3311,0.20089,0.12958,0.16688,0.21501,0.38752,0.36004,0.15523,0.33403,0.39514,0.20752,0.12284,0.10225,0.24456,0.36528,0.23599,0.47928,0.82295,0.19197,0.4067,0.69511,0.57603,0.40884,0.14645,0.24705,0.86984,0.63837,0.10966,0.34986,0.63236,0.22614,1.522,1.026,0.91152,0.24908,0.25123,0.16966,0.079833,0.1622,-0.0016713,0.027418,0.027715,0.044041,-0.0056251,0.26565,0.083952,0.03437,0.034793,0.0057818,0.10032,0.051119,0.10035,0.0054005,0.10859,0.053376,0.17559,0.13135,0.15333,0.039004,0.19876
10.498,-0.46623,-2.3364,-1,0.15034,0.17344,0.047809,1.2161,0.41768,0.44762,0.83619,0.51316,1.3316,0.2193,0.081182,0.16945,0.18413,0.34699,0.37914,0.16481,0.32665,0.36326,0.20863,0.16784,0.079745,0.28039,0.30142,0.27394,0.46049,0.90405,0.23048,0.4637,0.77957,0.52262,0.30836,0.11131,0.22762,0.98469,0.59321,0.035148,0.39439,0.70296,0.1859,1.1699,0.93135,0.8417,0.15875,0.24509,0.12157,0.076272,0.16781,0.025035,0.039836,0.045862,0.017299,0.010029,0.17047,0.055664,0.047436,0.084252,-0.0033757,0.12245,0.045707,0.022656,0.0098324,0.12365,0.092892,0.20053,0.11896,0.10568,0.028497,0.16811
10.663,-0.47903,-2.3378,-1,0.21048,0.15526,0.037054,1.2358,0.33964,0.44312,0.83039,0.39029,1.2839,0.26366,0.02999,0.17749,0.18918,0.30645,0.39182,0.12253,0.31926,0.30257,0.19873,0.17587,0.066346,0.31028,0.24256,0.30565,0.4189,0.93704,0.25359,0.5207,0.72175,0.48023,0.22541,0.085849,0.1923,0.92846,0.565,0.079965,0.40024,0.6761,0.15418,1.0114,0.81034,0.75066,0.082889,0.23265,0.073474,0.067778,0.16414,0.043716,0.047651,0.064219,0.012642,-0.015352,0.092143,0.050617,0.05288,0.10971,-0.0052566,0.11516,0.10726,0.011142,0.017461,0.14827,0.12525,0.22054,0.086727,0.052414,0.0092712,0.14254
10.833,-0.48372,-2.3392,-1,0.28373,0.18101,0.045174,1.2225,0.24416,0.442,0.82459,0.49251,1.2317,0.33426,-0.023888,0.20621,0.19423,0.26949,0.35863,0.09372,0.2841,0.24188,0.17076,0.1729,0.047898,0.26947,0.18949,0.27317,0.35259,0.85191,0.25822,0.57054,0.6294,0.42681,0.19827,0.066833,0.15111,0.73334,0.50343,0.12618,0.43106,1.4484,0.16468,0.86488,0.66753,0.63703,0.017792,0.1511,0.017476,0.059283,0.12208,0.070302,0.055467,0.055188,0.014526,-0.012987,0.030539,0.023417,0.035906,0.13516,-0.0021555,0.1196,0.16882,0.0056624,0.023678,0.24914,0.14842,0.20903,0.065791,-0.0013689,-0.012203,0.11827
10.999,-0.48789,-2.329,-1,0.32181,0.22658,0.13457,1.0836,0.20507,0.43506,0.79851,0.59474,1.2026,0.40391,-0.074332,0.23318,0.2251,0.22635,0.31366,0.078656,0.24546,0.2147,0.11074,0.15922,0.042445,0.18645,0.12473,0.23953,0.18429,0.59933,0.25268,0.53665,0.55216,0.355,0.18301,0.077617,0.12019,0.56891,0.5652,0.21321,0.40682,2.2208,0.18345,0.78075,0.52863,0.48037,0.017,0.075698,-0.014391,0.050977,0.069974,0.074861,0.038549,0.030455,0.019119,-0.0061689,0.0029103,-0.0087807,0.018931,0.13047,0.010194,0.089633,0.2284,0.035206,0.024057,0.2923,0.14608,0.14488,0.056281,-0.039465,-0.032816,0.18042
11.164,-0.50154,-2.3314,-1,0.35988,0.27216,0.22622,1.1252,0.21136,0.49756,0.94383,0.78142,1.3177,0.4845,0.045464,0.26016,0.2558,0.21229,0.26149,0.078367,0.20681,0.22743,0.15743,0.24062,0.058347,0.11285,0.059968,0.16254,0.030789,0.33672,0.24348,0.46709,0.51899,0.28207,0.19966,0.096816,0.17216,0.46254,0.61345,0.29217,0.36304,2.2677,0.16524,0.71148,0.41632,0.37294,0.029922,0.0067653,-0.038653,0.043112,0.017869,0.079419,0.041778,0.035325,0.016363,0.010939,-0.024345,-0.034615,0.010287,0.11342,0.048222,0.10911,0.28665,0.064279,0.021379,0.343,0.14467,0.091578,0.076941,-0.034864,-0.041079,0.26335
