Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56,Neuron 57,Neuron 58,Neuron 59,Neuron 60,Neuron 61,Neuron 62,Neuron 63,Neuron 64,Neuron 65,Neuron 66,Neuron 67,Neuron 68
50.165,-1.8479,-4.2048,1,0.094954,0.083789,0.10244,0.14771,0.089846,0.024067,0.090454,-0.0027506,-0.026857,0.038261,-0.0021469,0.03073,0.07531,0.17504,0.095536,0.064158,0.098804,0.14429,0.089187,0.025817,0.080709,0.10002,0.18926,0.099996,0.34993,0.30436,0.21427,0.15604,0.0010848,0.29612,0.13473,0.053885,0.039181,0.27347,0.14359,0.19307,0.18263,0.40275,0.1396,0.70095,0.34962,0.60063,0.17876,0.17335,0.20143,0.10438,0.23049,0.25097,0.13176,0.2585,0.17555,0.16056,0.29073,0.11739,0.14052,0.24443,0.30416,0.71953,0.11626,0.23082,0.071261,0.25788,0.033861,0.15057,0.025465,0.14822,0.073732,0.30627
50.33,-1.8443,-4.2083,1,0.12947,0.060738,0.10429,0.15117,0.078118,0.0076108,0.08022,-0.01346,0.019982,0.011822,-0.023815,0.012587,0.042901,0.14497,0.096292,0.054329,0.08981,0.15151,0.11133,0.022796,0.058607,0.073663,0.12868,0.1177,0.33948,0.2351,0.16522,0.10884,-0.027458,0.17899,0.08683,0.059389,0.060543,0.28633,0.18903,0.15993,0.27078,0.40752,0.14694,0.41776,0.27259,0.38816,0.1715,0.18541,0.17892,0.1078,0.2411,0.23937,0.12333,0.24095,0.17268,0.17966,0.3181,0.12372,0.13888,0.23351,0.31543,0.923,0.13165,0.18261,0.091043,0.36309,0.051215,0.13701,0.041711,0.12882,0.071017,0.32525
50.5,-1.8478,-4.2188,1,0.17056,0.041364,0.10171,0.15469,0.066373,-0.00094756,0.088096,-0.011797,0.067574,-0.011513,-0.022366,-0.011516,0.019576,0.11736,0.11998,0.046239,0.08017,0.18885,0.092239,0.02324,0.037617,0.059541,0.090011,0.10446,0.29575,0.15587,0.11617,0.061374,-0.051115,0.061854,0.035218,0.048185,0.073559,0.25087,0.26732,0.21336,0.24053,0.46147,0.11065,0.19619,0.29874,0.25831,0.18898,0.20556,0.15642,0.1154,0.25732,0.22139,0.12211,0.22339,0.17057,0.19183,0.31882,0.13002,0.11362,0.22226,0.23864,0.84439,0.098713,0.13022,0.10452,0.32575,0.068854,0.1188,0.049365,0.11985,0.0743,0.37174
50.665,-1.8574,-4.2335,1,0.17152,0.040963,0.09232,0.15818,0.054332,0.0024613,0.057125,-0.075004,0.11288,-0.032465,-0.038399,-0.038159,0.0093481,0.1058,0.14367,0.036409,0.070204,0.22619,0.070671,0.024263,-0.010933,0.081992,0.087369,0.099885,0.22184,0.076627,0.087865,0.022666,-0.07602,-0.049321,-0.0069446,0.036126,0.098788,0.20419,0.26965,0.26679,0.18866,0.46201,0.061549,-0.062823,0.34423,0.29111,0.21686,0.24686,0.14187,0.118,0.26662,0.2002,0.12109,0.21827,0.18159,0.19012,0.30231,0.1319,0.088357,0.20656,0.16087,0.64538,0.06226,0.11854,0.093975,0.26129,0.091095,0.093699,0.05922,0.11154,0.070573,0.45219
50.831,-1.8629,-4.2487,1,0.18349,0.057201,0.10954,0.15904,0.040068,0.0073079,0.074714,-0.089814,0.13204,-0.067498,-0.028948,-0.053446,0.01362,0.11316,0.16987,0.044123,0.0592,0.26182,0.052717,0.028773,-0.0082003,0.12147,0.12555,0.11084,0.15056,0.0091413,0.087968,0.01569,-0.07136,-0.096975,-0.027254,0.018782,0.12402,0.15751,0.18236,0.36218,0.15359,0.43631,0.01465,0.094446,0.41832,0.34324,0.25275,0.28816,0.11673,0.11161,0.30523,0.19977,0.1189,0.21315,0.21351,0.18679,0.28392,0.13079,0.10163,0.19086,0.084083,0.42897,0.031459,0.052807,0.070654,0.1854,0.10002,0.093424,0.035753,0.11356,0.073726,0.52054
51.001,-1.8663,-4.2615,1,0.16181,0.092616,0.12099,0.14251,0.022936,0.026994,0.07382,-0.11181,0.14953,-0.10534,-0.019496,-0.064945,0.01607,0.13424,0.18407,0.058507,0.057869,0.29177,0.029829,0.021948,-0.0073375,0.16095,0.18695,0.12585,0.084167,-0.0074647,0.10716,0.011541,-0.023445,-0.080753,0.0035267,0.0035827,0.14164,0.086423,0.085901,0.34914,0.098046,0.41062,-0.0089224,0.30931,0.4958,0.5382,0.27726,0.31845,0.091649,0.10432,0.3302,0.19142,0.11537,0.20743,0.22848,0.16785,0.26376,0.11944,0.11936,0.16534,0.016344,0.18895,0.02229,0.040121,0.040052,0.10255,0.081221,0.093148,0.027677,0.1283,0.077548,0.49485
51.167,-1.8707,-4.27,1,0.15582,0.11894,0.11878,0.11142,0.0058046,0.051267,0.064055,-0.1225,0.14351,-0.11823,-0.0047306,-0.061381,0.027195,0.15779,0.17338,0.074631,0.056872,0.28797,0.0069402,0.020354,0.028946,0.18726,0.26005,0.14422,0.074,-0.011853,0.15086,0.024289,0.073199,-0.040244,0.054472,-0.00089046,0.1534,0.086381,0.18097,0.33499,0.12569,0.50018,-0.022958,0.70268,0.59057,0.73316,0.29843,0.32044,0.067618,0.094901,0.31937,0.16671,0.098482,0.19335,0.23859,0.13978,0.23478,0.12423,0.13831,0.14192,-0.05014,-0.027252,0.016216,0.018205,0.0081127,-0.0059056,0.058715,0.077083,0.01101,0.14304,0.081409,0.45358
51.332,-1.8737,-4.2771,1,0.10452,0.14158,0.080125,0.081891,-0.011466,0.069682,0.036182,-0.098196,0.13603,-0.1127,0.018965,-0.044577,0.031217,0.18132,0.14565,0.086555,0.069356,0.25769,-0.0013696,0.015295,0.09097,0.20135,0.32178,0.155,0.15402,0.024662,0.19819,0.037038,0.12699,0.0022949,0.10552,0.02532,0.17351,0.074775,0.27603,0.26758,0.13285,0.58975,-0.002297,1.0144,0.66537,0.86196,0.28548,0.31565,0.043586,0.085304,0.294,0.1388,0.081596,0.17928,0.23797,0.11558,0.2076,0.12902,0.16047,0.11455,-0.012485,-0.025076,0.02313,0.00045755,-0.023377,-0.066713,0.043543,0.061018,0.0027457,0.12739,0.077323,0.40373
51.497,-1.8749,-4.2793,1,0.089652,0.19696,0.042227,0.073701,-0.028737,0.082183,0.022804,0.015377,0.12863,-0.10182,0.03662,0.011001,0.064051,0.22118,0.12451,0.097663,0.085146,0.22741,0.0021695,0.028299,0.15299,0.21336,0.36874,0.15835,0.24931,0.093998,0.2534,0.062371,0.18203,0.082019,0.18887,0.04886,0.17987,0.14614,0.25834,0.33502,0.1196,0.67924,0.020564,1.3567,0.66648,0.8763,0.26772,0.30648,0.02712,0.075706,0.27648,0.13496,0.095102,0.17179,0.23233,0.12093,0.21451,0.13382,0.18074,0.084755,0.038581,0.040763,0.042479,0.019739,-0.041887,-0.038365,0.041722,0.05991,-0.016006,0.10922,0.079009,0.33733
51.667,-1.8755,-4.2778,1,0.040745,0.24887,0.0068303,0.068143,-0.039219,0.091097,0.0094249,0.14564,0.12132,-0.079816,0.054453,0.07756,0.094843,0.25003,0.10199,0.09403,0.11184,0.19547,0.029576,0.040259,0.20914,0.19348,0.38425,0.15396,0.34196,0.19312,0.29871,0.084408,0.21374,0.14747,0.27222,0.0724,0.17425,0.18447,0.2634,0.41393,0.078705,0.77216,0.075378,1.5148,0.63127,0.91669,0.24194,0.29501,0.030223,0.074226,0.25896,0.12791,0.10978,0.16431,0.18436,0.1279,0.22545,0.12514,0.16135,0.055281,0.089647,0.19143,0.12865,0.044387,-0.062983,-0.0089177,0.053221,0.058802,-0.018091,0.092916,0.081751,0.26293
51.832,-1.8747,-4.2899,1,0.027343,0.24874,-0.0001571,0.06032,-0.032667,0.092496,-0.011379,0.29208,0.1141,-0.057808,0.072287,0.14205,0.13446,0.24311,0.08339,0.091506,0.13853,0.1616,0.063988,0.063554,0.21373,0.1736,0.37608,0.13982,0.42974,0.29224,0.33874,0.11057,0.20246,0.19509,0.27863,0.089256,0.14648,0.26511,0.33534,0.54769,0.039214,0.86508,0.11267,1.5018,0.59268,0.77326,0.18685,0.24235,0.048515,0.076333,0.23338,0.1285,0.1091,0.16391,0.15335,0.11499,0.24491,0.1194,0.13328,0.061711,0.17626,0.36569,0.21482,0.078713,-0.071149,0.034002,0.07184,0.056463,-0.017918,0.079516,0.090205,0.20044
51.999,-1.8752,-4.3036,1,-0.0017499,0.23705,-0.0071446,0.067052,-0.026116,0.086801,-0.006285,0.42088,0.078159,-0.046399,0.083541,0.18344,0.15135,0.21018,0.06139,0.088982,0.13782,0.12426,0.078207,0.10926,0.18679,0.15952,0.35621,0.1204,0.45778,0.38267,0.34259,0.103,0.14977,0.24085,0.25696,0.10097,0.11327,0.24166,0.30925,0.53729,-0.016885,0.8305,0.12492,1.2527,0.51481,0.62982,0.13176,0.17376,0.072871,0.079381,0.19962,0.12905,0.12278,0.1626,0.14619,0.099606,0.2747,0.10948,0.10521,0.069996,0.25952,0.54054,0.30322,0.12227,-0.072061,0.081709,0.067675,0.063304,-0.015442,0.066116,0.098619,0.13795
52.163,-1.8768,-4.313,1,0.013324,0.21805,-0.020374,0.080852,-0.024734,0.073898,-0.0011915,0.45543,0.029609,-0.022286,0.080064,0.18196,0.1497,0.14616,0.039391,0.062812,0.11257,0.087628,0.075775,0.15496,0.13351,0.14544,0.34236,0.09137,0.42544,0.37267,0.32049,0.078046,0.13505,0.27128,0.22712,0.099701,0.13149,0.25899,0.28315,0.51299,-0.052509,0.74665,0.12664,1.0388,0.41015,0.43538,0.10632,0.10748,0.089153,0.082776,0.16586,0.11754,0.13647,0.17862,0.16351,0.084225,0.28288,0.11186,0.092183,0.075021,0.26203,0.66121,0.38039,0.1581,-0.064169,0.14055,0.05447,0.071346,-0.010427,0.072673,0.091433,0.098453
52.333,-1.8848,-4.3336,1,0.019557,0.16631,-0.027543,0.082926,-0.023351,0.055126,0.018812,0.41002,-0.017496,0.0080988,0.058945,0.14484,0.11924,0.066596,0.011798,0.03549,0.076096,0.050992,0.070623,0.18594,0.085355,0.12598,0.33906,0.061091,0.33409,0.32985,0.25139,0.02892,0.096965,0.26961,0.1599,0.1011,0.16245,0.20456,0.28285,0.35384,-0.064741,0.66712,0.12836,0.79271,0.34992,0.2913,0.085713,0.056228,0.092396,0.085535,0.13706,0.085172,0.11553,0.18092,0.18084,0.063135,0.2709,0.11696,0.081721,0.080047,0.25113,0.80804,0.43178,0.15691,-0.056277,0.14342,0.023312,0.072491,0.00034152,0.081124,0.078474,0.085542
52.498,-1.9053,-4.3636,1,0.043765,0.11352,-0.016634,0.087412,-0.010853,0.030067,0.038815,0.34792,-0.050517,0.0077356,0.036924,0.11472,0.094713,0.0067897,-0.013379,0.011874,0.029762,0.036608,0.050497,0.17274,0.040366,0.12285,0.27232,0.041458,0.21556,0.2454,0.16621,-0.024643,0.064831,0.26087,0.092671,0.096413,0.17086,0.18318,0.32833,0.1457,0.031349,0.6852,0.11569,0.58249,0.30608,0.1673,0.065101,0.03209,0.0933,0.086947,0.11884,0.079064,0.094583,0.18862,0.22191,0.051927,0.28702,0.12467,0.085647,0.10176,0.24022,0.88746,0.37533,0.20756,-0.026422,0.16882,0.030636,0.074781,0.015104,0.10085,0.070045,0.09271
52.664,-1.9161,-4.3878,1,0.065083,0.1094,-0.016501,0.10244,0.0049493,0.0075856,0.072469,0.28586,-0.069669,0.0073725,0.021691,0.090553,0.084764,-0.013904,-0.0021177,-0.0069059,0.011118,0.046815,0.035342,0.15953,0.049438,0.13966,0.21848,0.041542,0.11563,0.18029,0.086311,-0.078207,0.032698,0.27127,0.10039,0.094454,0.17254,0.099303,0.32803,-0.010714,0.16327,0.70328,0.10303,0.54,0.29403,0.15885,0.093998,0.08065,0.091345,0.096516,0.13062,0.073241,0.11118,0.19631,0.26104,0.08064,0.30204,0.1404,0.10164,0.11844,0.23901,0.91529,0.30523,0.25705,0.0018982,0.22017,0.040918,0.10453,0.03175,0.12501,0.090676,0.11715
52.834,-1.9257,-4.4042,1,0.074294,0.1054,-0.014148,0.13911,0.02748,0.01807,0.10721,0.17013,-0.056643,-0.0023418,0.02244,0.079501,0.088855,0.0076165,0.032336,-0.021442,0.041211,0.078682,0.040382,0.11869,0.075547,0.15471,0.20228,0.052259,0.063291,0.11417,0.042284,-0.068222,0.037224,0.31333,0.11603,0.086291,0.17104,0.048468,0.19061,-0.012686,0.30553,0.61983,0.1154,0.64033,0.28363,0.18009,0.1229,0.12874,0.1106,0.10608,0.17145,0.087444,0.12958,0.22906,0.28009,0.1282,0.31478,0.14165,0.13307,0.15144,0.27887,0.90692,0.22579,0.25414,0.037639,0.28266,0.111,0.13428,0.079688,0.14918,0.11131,0.15142
52.999,-1.9314,-4.4093,1,0.08819,0.12027,0.024078,0.16872,0.056001,0.033724,0.14194,0.11895,-0.029547,-0.028843,0.02899,0.10134,0.10941,0.05777,0.064117,-0.014116,0.061388,0.10802,0.052069,0.074108,0.10166,0.16975,0.16951,0.07384,0.051879,0.11721,0.026527,-0.040854,0.073547,0.38513,0.13851,0.07219,0.12128,0.024267,0.046004,0.0056941,0.43359,0.58563,0.14421,0.78346,0.30003,0.25233,0.12758,0.17683,0.13792,0.11238,0.21229,0.11345,0.14618,0.24446,0.27651,0.17576,0.34913,0.1345,0.15774,0.18769,0.32121,0.89854,0.16342,0.2531,0.077294,0.32089,0.1465,0.15957,0.12527,0.17757,0.14716,0.17127
53.165,-1.9334,-4.4129,1,0.078444,0.12358,0.059232,0.14624,0.068497,0.050434,0.12938,0.067758,-0.021338,-0.052361,0.03575,0.11811,0.10708,0.088444,0.088556,0.0012618,0.089643,0.11747,0.054,0.053536,0.10482,0.16037,0.10346,0.094547,0.084215,0.13564,0.042176,-0.0081514,0.13323,0.4497,0.11998,0.065888,0.068339,6.59E-05,0.0012986,0.024074,0.49612,0.58788,0.17301,0.94087,0.26736,0.26353,0.13226,0.1845,0.1525,0.11364,0.24202,0.13904,0.15847,0.23636,0.26727,0.18174,0.37816,0.11986,0.14349,0.21642,0.3463,0.81478,0.19064,0.24993,0.12801,0.30275,0.17694,0.16821,0.167,0.2016,0.15719,0.17398
53.33,-1.9332,-4.4104,1,0.066289,0.12391,0.040985,0.12135,0.065606,0.071639,0.10472,0.12875,-0.030754,-0.042186,0.042511,0.11691,0.098819,0.077382,0.087286,0.0070923,0.11438,0.11455,0.051831,0.098836,0.10798,0.15099,0.10509,0.10546,0.13524,0.17131,0.068632,0.02333,0.19593,0.49912,0.10145,0.075466,0.048394,-0.024135,-0.013687,0.042454,0.41961,0.51048,0.15773,1.0511,0.23469,0.2526,0.12668,0.14951,0.15391,0.10608,0.22922,0.13699,0.17077,0.22287,0.23517,0.165,0.35977,0.097944,0.12406,0.22023,0.35966,0.73101,0.29475,0.18955,0.15986,0.24855,0.15541,0.14879,0.17964,0.17533,0.15362,0.17357
53.5,-1.9336,-4.4151,1,0.051772,0.10843,0.01087,0.10284,0.068004,0.092496,0.074076,0.1807,-0.056599,-0.017346,0.056489,0.10975,0.067331,0.031386,0.043603,0.011581,0.096695,0.08819,0.034199,0.17504,0.11399,0.13362,0.10672,0.10556,0.16767,0.1833,0.10411,0.054811,0.2396,0.49682,0.049103,0.086858,0.043676,-0.009937,0.013786,0.044276,0.35705,0.40591,0.13856,1.0619,0.17021,0.19689,0.10524,0.10317,0.13605,0.087673,0.20786,0.096375,0.16604,0.21854,0.2295,0.13357,0.31131,0.075337,0.12229,0.21608,0.35364,0.6915,0.41251,0.13194,0.15478,0.18574,0.13121,0.10129,0.16695,0.13626,0.11927,0.15168
53.66,-1.9292,-4.4012,1,0.060914,0.1048,-0.021465,0.063274,0.063673,0.082895,0.061828,0.29381,-0.084427,0.013622,0.082106,0.11302,0.035239,-0.03082,-0.0027538,0.0076726,0.041897,0.082965,0.016566,0.25124,0.12362,0.12808,0.083955,0.096956,0.20009,0.1962,0.10297,0.046112,0.24416,0.44219,-0.010883,0.092048,0.0592,0.0042611,0.078771,0.036918,0.24959,0.41519,0.11162,0.94342,0.094433,0.11024,0.083807,0.080306,0.096549,0.07389,0.17043,0.055762,0.15951,0.19843,0.21663,0.10585,0.25733,0.075421,0.10782,0.19562,0.26582,0.65977,0.48515,0.12742,0.12732,0.11175,0.068559,0.05379,0.1128,0.095438,0.086531,0.10648
53.834,-1.9294,-4.4055,1,0.061783,0.089609,-0.048668,0.024415,0.053523,0.073293,0.054476,0.3509,-0.11162,0.0424,0.11829,0.10775,0.00013062,-0.093026,-0.051269,0.008008,0.00099611,0.056604,0.0080575,0.30445,0.13324,0.11897,0.077119,0.088348,0.1546,0.18648,0.08,0.02138,0.22404,0.34751,-0.070318,0.097239,0.12,-0.0083978,0.10241,0.035039,0.15289,0.43803,0.083426,0.8249,0.018651,0.023598,0.075595,0.071466,0.053948,0.064029,0.13464,0.04806,0.13708,0.1589,0.20375,0.087898,0.20297,0.078442,0.0979,0.18079,0.17799,0.62804,0.49934,0.12875,0.090603,0.050874,0.045907,0.0095574,0.058657,0.050394,0.054233,0.06129
54.001,-1.9418,-4.4231,1,0.07476,0.084584,-0.079685,0.0355,0.053682,0.064836,0.074517,0.40799,-0.11918,0.06147,0.15333,0.099395,-0.010122,-0.12673,-0.086186,0.0017319,-0.040773,0.031694,0.013243,0.2915,0.15348,0.13968,0.087641,0.058668,0.10374,0.14822,0.051937,-0.011189,0.20392,0.25283,-0.077397,0.09528,0.18397,-0.021057,0.12605,0.033161,0.092138,0.42442,0.066506,0.69268,0.038953,0.016722,0.055989,0.090297,0.032669,0.056798,0.10407,0.049064,0.11876,0.13364,0.18044,0.095804,0.15431,0.086236,0.12623,0.1823,0.10775,0.62047,0.43731,0.1329,0.071603,0.039694,0.031419,-0.01918,0.012482,0.020519,0.047693,0.023199
54.166,-1.9595,-4.4404,1,0.093851,0.080483,-0.055295,0.046584,0.05384,0.05077,0.10666,0.3529,-0.10408,0.062661,0.14243,0.091037,-0.020375,-0.12322,-0.095933,0.0012961,-0.078158,0.0067837,0.030633,0.25052,0.16226,0.12913,0.062386,0.029383,0.061381,0.083543,0.022218,-0.048832,0.16958,0.173,-0.076878,0.083525,0.17797,-0.051777,0.14108,0.014775,0.088717,0.35699,0.095069,0.6045,0.062654,0.017356,0.046639,0.127,0.021335,0.058382,0.10545,0.059333,0.10044,0.10838,0.18163,0.11655,0.14138,0.10498,0.1466,0.19173,0.090927,0.73353,0.33375,0.11982,0.052603,0.079886,0.033366,-0.020982,-0.0085894,0.038916,0.059912,-0.0078178
54.331,-1.975,-4.461,1,0.11294,0.070214,-0.04656,0.062306,0.039464,0.03705,0.1388,0.29516,-0.067842,0.049187,0.11751,0.088889,-0.014823,-0.095187,-0.068419,-0.0064566,-0.090807,0.018538,0.058515,0.18022,0.15775,0.10664,0.03713,0.010687,0.019528,0.023209,-0.016523,-0.086475,0.1419,0.13458,-0.051536,0.063472,0.17024,0.22151,0.13396,0.010206,0.18634,0.31671,0.12751,0.56383,0.11188,0.05336,0.037571,0.14208,0.035996,0.064528,0.14503,0.10989,0.086321,0.097463,0.1716,0.13737,0.18156,0.12373,0.14593,0.19181,0.10332,0.85392,0.22696,0.11911,0.068614,0.11432,0.046578,0.018698,-0.0052832,0.084236,0.072131,-0.0014753
54.497,-1.9899,-4.4871,1,0.10886,0.059544,-0.022169,0.077449,0.040132,0.035587,0.15999,0.18881,-0.0316,0.024584,0.087565,0.086429,0.0055314,-0.035682,-0.019634,-0.0065337,-0.077046,0.011564,0.081091,0.10992,0.14562,0.099593,0.043636,0.0030363,-0.0029443,-0.024464,-0.0051942,-0.093486,0.11422,0.13498,-0.01855,0.055824,0.14544,0.28264,0.099536,0.017633,0.31468,0.30998,0.17169,0.58089,0.17461,0.1081,0.028623,0.14542,0.071528,0.067615,0.19052,0.16105,0.090555,0.10976,0.17396,0.15348,0.23128,0.12481,0.15103,0.19188,0.18055,0.93626,0.1724,0.11772,0.099596,0.18901,0.075725,0.058378,0.039225,0.1313,0.089267,0.052942
54.667,-2.0051,-4.5061,1,0.095458,0.048873,0.0019838,0.088726,0.031576,0.038192,0.13908,0.13361,0.004006,-0.0022767,0.047814,0.08448,0.029011,0.023823,0.033983,-0.0089636,-0.03817,0.023318,0.082859,0.066357,0.13349,0.09611,0.034213,0.0030721,0.019235,-0.025487,0.022015,-0.07244,0.095542,0.17976,0.014436,0.049521,0.072918,0.57754,0.12619,0.016908,0.36404,0.2897,0.20084,0.65176,0.2335,0.16285,0.019555,0.1271,0.11016,0.073076,0.23438,0.17896,0.11249,0.14147,0.17114,0.15984,0.28316,0.11904,0.15157,0.19532,0.25778,1.0186,0.17616,0.12841,0.13658,0.2637,0.09987,0.095696,0.083734,0.17093,0.10809,0.10736
54.832,-2.0244,-4.5367,1,0.087539,0.037014,0.046408,0.082986,0.022398,0.041424,0.10583,0.078417,0.020677,-0.022586,0.022056,0.079614,0.0365,0.059478,0.066345,-0.0091265,0.015386,0.045852,0.079845,0.050194,0.11852,0.079984,0.019149,0.025053,0.046785,0.002744,0.051861,-0.035752,0.076863,0.22455,0.048176,0.055008,0.00039395,0.73578,0.1403,0.016183,0.36502,0.39048,0.21872,0.81446,0.21133,0.18378,0.019981,0.098462,0.11748,0.079208,0.25444,0.18916,0.12794,0.16322,0.19502,0.14542,0.33288,0.11328,0.14451,0.18994,0.33319,1.0733,0.23816,0.13842,0.14479,0.2906,0.1209,0.13015,0.10566,0.17741,0.12699,0.12812
54.998,-2.0305,-4.5433,1,0.063067,0.028264,0.051302,0.077247,0.01322,0.055763,0.066226,0.091857,0.019667,-0.025016,0.046683,0.069057,0.043989,0.070563,0.096832,-0.012313,0.054261,0.068386,0.058626,0.03803,0.115,0.095108,0.042591,0.041785,0.076235,0.057395,0.083282,0.0068464,0.071777,0.24854,0.089197,0.060495,0.032507,0.91208,0.16696,0.026516,0.33938,0.5451,0.20552,0.88423,0.17853,0.19415,0.007927,0.066483,0.11007,0.071314,0.25907,0.18776,0.14109,0.17368,0.20547,0.12498,0.35368,0.10618,0.13289,0.18379,0.35974,0.96029,0.30603,0.16565,0.1482,0.26875,0.12115,0.15989,0.11084,0.16282,0.1287,0.14059
55.163,-2.036,-4.555,1,0.056079,0.023071,0.045359,0.052255,0.022986,0.069048,0.026618,0.10795,0.0054877,-0.027446,0.071311,0.05229,0.039043,0.034914,0.087498,-0.014167,0.082345,0.062013,0.039588,0.024274,0.11286,0.11023,0.10776,0.051224,0.10774,0.1067,0.1147,0.039037,0.078678,0.25038,0.11533,0.07428,0.066823,0.72114,0.16535,0.025737,0.20172,0.69972,0.18789,0.84198,0.1202,0.15512,-0.0064532,0.041598,0.098784,0.058857,0.22474,0.17763,0.1422,0.15902,0.19499,0.11048,0.3224,0.098511,0.12126,0.18812,0.33997,0.83076,0.38548,0.20234,0.13951,0.24005,0.11246,0.1379,0.10087,0.1231,0.11472,0.14153
55.333,-2.0327,-4.5522,1,0.059444,0.014026,0.016561,0.026071,0.017707,0.071132,-0.013431,0.17124,-0.008692,-0.021091,0.098391,0.030167,0.027416,-0.032213,0.057265,-0.016134,0.066412,0.058533,0.025857,0.010517,0.10418,0.10046,0.12793,0.034245,0.11985,0.11191,0.10772,0.030942,0.085578,0.22615,0.14146,0.076445,0.10114,0.68957,0.19105,0.001362,0.064048,0.68119,0.16632,0.78975,0.058039,0.098609,-0.0088963,0.015009,0.064403,0.060003,0.18451,0.14195,0.12075,0.12115,0.16642,0.092642,0.27519,0.10086,0.10989,0.15943,0.28275,0.75976,0.45658,0.23902,0.12102,0.18135,0.086344,0.11013,0.069127,0.082,0.093545,0.10353
55.498,-2.0383,-4.5568,1,0.070203,0.0049807,-0.017131,-0.0052289,-0.03746,0.069652,-0.015672,0.23695,-0.022872,-0.012478,0.12484,0.020077,0.008272,-0.088232,0.027033,-0.015174,0.032442,0.052161,0.023808,0.02157,0.081043,0.098929,0.13786,0.0095811,0.098052,0.083442,0.088855,0.0095708,0.074635,0.16191,0.15925,0.077264,0.17026,0.42475,0.099779,-0.030322,0.041996,0.60979,0.15302,0.72447,0.014204,0.043133,0.0030253,0.011815,0.030023,0.068248,0.13933,0.11333,0.099308,0.10106,0.14432,0.074803,0.22619,0.10847,0.098529,0.12175,0.22553,0.68876,0.47795,0.23444,0.096523,0.11898,0.065234,0.084709,0.037382,0.050346,0.071299,0.062406
55.664,-2.0553,-4.5694,1,0.075481,0.0097747,-0.067361,-0.019512,-0.086288,0.071212,-0.015018,0.31353,-0.031473,-0.0036932,0.14786,0.028123,0.0016864,-0.12267,0.0108,-0.014213,-0.013855,0.033119,0.0050351,0.047593,0.06797,0.11004,0.13103,-0.015083,0.061567,0.047677,0.059355,-0.02211,0.063691,0.10151,0.16984,0.066784,0.18004,0.29658,0.021044,-0.065403,0.10616,0.39929,0.15416,0.56679,0.022045,0.024001,0.0026019,0.018934,0.022595,0.069394,0.12913,0.084105,0.088584,0.10596,0.11164,0.096117,0.18245,0.11971,0.084165,0.10251,0.18126,0.64896,0.44106,0.19669,0.075931,0.1044,0.050969,0.057183,0.030696,0.041021,0.046428,0.054938
55.834,-2.092,-4.5947,1,0.095608,0.015106,-0.10327,-0.030016,-0.083395,0.05396,0.0012417,0.32148,-0.036894,0.0036041,0.13156,0.044032,-0.0048993,-0.1474,-0.001621,-0.011895,-0.022274,0.014077,-0.0037062,0.072403,0.061723,0.10853,0.11113,-0.036075,0.0048482,0.011912,0.040214,-0.04251,0.048973,0.062198,0.16556,0.062988,0.15671,0.16841,-0.052276,-0.099286,0.17033,0.18879,0.17965,0.50151,0.039731,0.011085,0.0062943,0.029397,0.022864,0.074579,0.13434,0.071275,0.080162,0.10242,0.10762,0.12024,0.1548,0.12861,0.082333,0.094781,0.15718,0.77578,0.39831,0.15894,0.066375,0.10323,0.063844,0.030045,0.041114,0.051227,0.038791,0.094424
55.997,-2.1226,-4.6144,1,0.09825,0.028224,-0.11269,-0.027116,-0.094604,0.037764,0.017502,0.30712,-0.046324,0.01726,0.11235,0.05994,-0.0030661,-0.12916,-0.0053647,-0.0095765,-0.029902,0.0069557,-0.0012586,0.078714,0.057752,0.098429,0.049498,-0.053022,-0.054431,-0.019368,0.021072,-0.052503,0.032155,0.045002,0.15303,0.059192,0.12555,0.13315,-0.10731,-0.12206,0.19261,0.12321,0.21709,0.59334,0.068368,0.0244,0.0099867,0.04012,0.014151,0.079765,0.14057,0.081908,0.075758,0.10048,0.11598,0.15195,0.17055,0.14098,0.083662,0.090953,0.17309,0.91908,0.33173,0.10082,0.066711,0.13578,0.092005,0.01501,0.063473,0.06894,0.040775,0.12957
