Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56,Neuron 57
152.83,-2.6945,-1.306,1,0.37773,0.20056,0.25015,0.1293,0.31899,0.38815,0.34698,0.17377,0.0096352,0.41733,0.25492,0.098705,0.14602,0.23311,0.20434,0.33557,0.15841,0.19327,0.32908,0.27806,0.38187,0.60729,0.10828,0.21463,0.21463,0.66325,0.47887,0.38195,0.63716,0.28196,0.13683,0.026625,0.0057251,0.16067,0.3003,0.22358,0.25119,0.14607,0.398,0.22639,0.57497,0.24734,0.23034,0.057633,0.23277,0.52591,0.19933,-0.068425,0.25893,0.61708,0.16303,0.19242,0.18907,0.19104,0.48308,0.3076,1.8943
153,-2.6698,-1.3042,1,0.4145,0.29064,0.21151,0.14806,0.33934,0.37621,0.31615,0.22525,0.11073,0.39117,0.33187,0.13888,0.15006,0.26358,0.18847,0.34166,0.14837,0.25949,0.37709,0.33111,0.35472,0.6307,0.0982,0.23988,0.23988,0.69569,0.49621,0.28175,0.55725,0.23912,0.092282,0.040011,0.018322,0.17159,0.37654,0.24551,0.21967,0.099118,0.48925,0.2946,0.56227,0.30255,0.26605,0.025221,0.19962,0.599,0.10627,-0.059282,0.28027,0.49964,0.18689,0.17938,0.20428,0.23665,0.38501,0.27881,1.8705
153.16,-2.6568,-1.3049,1,0.3979,0.39756,0.20138,0.17334,0.33769,0.41467,0.27827,0.25624,0.20397,0.36586,0.39116,0.17894,0.17557,0.27055,0.21479,0.35062,0.14848,0.33129,0.41857,0.39469,0.29625,0.65364,0.16872,0.25547,0.25547,0.70386,0.43949,0.22092,0.54115,0.20381,0.094178,0.052614,0.030919,0.18732,0.45277,0.26802,0.19516,0.077412,0.5805,0.36295,0.55373,0.35775,0.28661,-0.0088019,0.16646,0.69793,0.055417,0.024018,0.30161,0.38108,0.23521,0.17127,0.23864,0.25654,0.32233,0.24149,1.8467
153.33,-2.64,-1.3038,1,0.37461,0.48802,0.19235,0.19167,0.34406,0.44128,0.23143,0.25611,0.28042,0.3539,0.35125,0.21422,0.21378,0.29556,0.24224,0.3592,0.15249,0.40309,0.44992,0.45798,0.22335,0.67864,0.26433,0.25565,0.25565,0.70439,0.4395,0.097663,0.45206,0.18444,0.080394,0.062164,0.074631,0.19776,0.50953,0.29952,0.14453,0.055705,0.6971,0.4383,0.5489,0.34684,0.27944,-0.019249,0.13132,0.78828,0.053813,0.10732,0.32218,0.24921,0.27805,0.146,0.18276,0.279,0.27521,0.18888,1.8287
153.5,-2.6205,-1.3007,1,0.31037,0.54465,0.17563,0.19182,0.34581,0.46789,0.17958,0.23916,0.31877,0.35745,0.33028,0.27444,0.25454,0.30253,0.27297,0.35567,0.17407,0.42587,0.45235,0.5117,0.15044,0.70279,0.34748,0.23328,0.23328,0.70028,0.38881,0.037292,0.4137,0.17969,0.066611,0.070688,0.1362,0.23268,0.52766,0.32589,0.11419,0.064988,0.78974,0.51366,0.53426,0.30132,0.26935,-0.038087,0.11307,0.91423,0.084147,0.19062,0.33253,0.11247,0.29453,0.14331,0.18815,0.2686,0.27637,0.13648,1.9213
153.66,-2.6118,-1.2965,1,0.24467,0.56379,0.17646,0.19264,0.36551,0.46091,0.15,0.233,0.3093,0.31076,0.32091,0.32365,0.30227,0.31265,0.31203,0.35171,0.2037,0.44636,0.42374,0.51539,0.15194,0.71447,0.42151,0.19436,0.19436,0.67815,0.41343,0.064248,0.36334,0.16978,0.032666,0.074487,0.18117,0.27197,0.53442,0.34271,0.091094,0.077415,0.87762,0.55997,0.51963,0.24617,0.23645,-0.024841,0.094814,1.0402,0.15372,0.38399,0.34288,0.068478,0.29855,0.12092,0.21207,0.25287,0.2745,0.13142,2.0138
153.83,-2.6198,-1.3106,1,0.20755,0.51538,0.17728,0.19477,0.33227,0.45371,0.15419,0.21199,0.25012,0.33799,0.33333,0.37286,0.34209,0.30162,0.34516,0.34775,0.23056,0.46177,0.38979,0.50766,0.17443,0.72094,0.47866,0.16164,0.16164,0.65602,0.39148,0.09543,0.34475,0.17889,0.0017443,0.082034,0.24037,0.329,0.53409,0.33238,0.10642,0.089789,0.96549,0.57088,0.52039,0.19525,0.20098,-0.022522,0.12934,1.1737,0.22329,0.55041,0.35841,0.040217,0.29299,0.12888,0.25824,0.22794,0.26398,0.14858,2.1855
154,-2.6442,-1.3131,1,0.21543,0.45092,0.15861,0.21901,0.3595,0.43505,0.14557,0.20658,0.17896,0.31058,0.34779,0.4184,0.36516,0.31157,0.33595,0.3456,0.24726,0.49478,0.38424,0.48939,0.21375,0.73122,0.45522,0.13587,0.13587,0.68307,0.43107,0.09774,0.34512,0.14956,-0.032405,0.089581,0.25616,0.36348,0.53376,0.32148,0.099285,0.10259,1.0662,0.54338,0.52486,0.14432,0.17698,-0.016771,0.13893,1.2728,0.26425,0.59105,0.38203,0.011956,0.27047,0.13764,0.28527,0.21263,0.2172,0.17732,2.4695
154.17,-2.6537,-1.3063,1,0.22729,0.42646,0.13994,0.24077,0.34416,0.43444,0.11686,0.20082,0.1135,0.33921,0.38569,0.4512,0.37431,0.31933,0.30376,0.33575,0.26396,0.53052,0.38201,0.47993,0.25561,0.7399,0.41774,0.12552,0.12552,0.70951,0.44295,0.10005,0.35331,0.088189,-0.039041,0.10139,0.31076,0.4157,0.50235,0.31448,0.10586,0.12041,1.1242,0.51587,0.52289,0.13538,0.1721,-0.027413,0.14284,1.2261,0.22142,0.63169,0.39835,0.028658,0.25617,0.13949,0.33548,0.19743,0.17043,0.22135,2.7153
154.33,-2.6607,-1.3054,1,0.23915,0.415,0.12063,0.27196,0.30884,0.42788,0.088142,0.2018,0.053079,0.301,0.33992,0.4541,0.37905,0.33669,0.26207,0.32898,0.28064,0.56626,0.40161,0.47046,0.29748,0.74898,0.36847,0.12019,0.12019,0.73595,0.47824,0.12535,0.36151,0.026822,-0.048627,0.11387,0.31543,0.43616,0.47698,0.32028,0.10455,0.13519,1.0677,0.47404,0.52132,0.13297,0.17282,-0.034533,0.13666,1.1149,0.17174,0.59107,0.41157,0.059324,0.26269,0.13873,0.32443,0.20168,0.1499,0.26538,2.7919
154.5,-2.6716,-1.322,1,0.25928,0.40962,0.094619,0.28731,0.25971,0.43211,0.059433,0.21881,-0.0028728,0.37137,0.32396,0.43592,0.37306,0.35187,0.2323,0.30532,0.28926,0.58701,0.41991,0.44817,0.28491,0.76661,0.32322,0.10734,0.10734,0.7446,0.47378,0.097874,0.3702,0.01223,-0.040341,0.11951,0.32957,0.45014,0.47112,0.33368,0.10525,0.15202,0.99869,0.43714,0.51113,0.17395,0.17083,-0.05258,0.13194,0.98421,0.14397,0.64943,0.43522,0.092852,0.25125,0.11482,0.39168,0.20436,0.1344,0.28101,2.8684
154.67,-2.6702,-1.3244,1,0.26742,0.38696,0.068611,0.30134,0.22473,0.43648,0.030724,0.23509,-0.05483,0.30856,0.26846,0.41775,0.34048,0.36001,0.20635,0.27398,0.31503,0.56045,0.44355,0.41719,0.27857,0.78365,0.29739,0.10485,0.10485,0.75156,0.54025,0.095719,0.34901,0.028131,-0.026199,0.1163,0.29779,0.42986,0.46053,0.36181,0.078728,0.1576,0.92966,0.40024,0.50242,0.21069,0.17052,-0.046212,0.14681,0.84237,0.14379,0.56843,0.44329,0.15198,0.23982,0.093743,0.45583,0.2007,0.11566,0.2879,2.9216
154.83,-2.661,-1.3254,1,0.27556,0.31728,0.042605,0.28693,0.15181,0.4525,0.022667,0.24257,-0.10321,0.35931,0.24561,0.34488,0.28519,0.34474,0.18055,0.24083,0.34081,0.50466,0.43682,0.3862,0.27831,0.7935,0.26334,0.09194,0.09194,0.7336,0.56253,0.1774,0.39349,0.085024,0.03833,0.11007,0.314,0.4091,0.41642,0.38995,0.12519,0.17732,0.84784,0.40175,0.48982,0.23754,0.15578,-0.040653,0.1866,0.66887,0.15876,0.5545,0.46195,0.25137,0.22492,0.072663,0.51999,0.19516,0.10044,0.29175,2.816
155,-2.6633,-1.3352,1,0.28052,0.22405,0.026447,0.28106,0.14493,0.46853,0.043662,0.25504,-0.14049,0.31409,0.23871,0.28625,0.22853,0.32199,0.17567,0.22936,0.34369,0.41442,0.42089,0.34641,0.28434,0.80394,0.23952,0.079032,0.079032,0.71129,0.59516,0.25908,0.38387,0.14339,0.09991,0.094478,0.28682,0.35034,0.39941,0.41211,0.16376,0.15161,0.72035,0.39036,0.47692,0.26959,0.14374,-0.032209,0.22242,0.49168,0.20539,0.49105,0.45859,0.35733,0.2018,0.061914,0.53136,0.18477,0.14974,0.29245,2.6846
155.17,-2.6636,-1.334,1,0.2809,0.15321,0.059396,0.24068,0.20864,0.47889,0.11723,0.22231,-0.145,0.32489,0.28936,0.21668,0.17627,0.28664,0.17966,0.23806,0.33313,0.3208,0.40496,0.29566,0.29038,0.81066,0.24561,0.079669,0.079669,0.71553,0.61599,0.31034,0.48541,0.20417,0.2957,0.078207,0.26758,0.29532,0.38241,0.41764,0.21022,0.17107,0.60031,0.37123,0.46137,0.29182,0.12899,-0.0075189,0.23949,0.35986,0.25203,0.50887,0.45523,0.46329,0.17414,0.063136,0.52985,0.15987,0.20298,0.25461,2.5703
155.33,-2.6463,-1.3086,1,0.28791,0.12183,0.10541,0.19081,0.28153,0.48181,0.2034,0.17996,-0.12637,0.24366,0.29574,0.1454,0.14571,0.25649,0.17172,0.26365,0.30853,0.21147,0.38262,0.27088,0.29146,0.80752,0.2568,0.087827,0.087827,0.73831,0.61745,0.35741,0.44304,0.19962,0.3124,0.065254,0.23346,0.24111,0.33779,0.41843,0.24907,0.14391,0.46599,0.3333,0.45911,0.28049,0.11641,0.029561,0.25605,0.21964,0.28689,0.32001,0.4013,0.57592,0.16978,0.084616,0.44694,0.14187,0.28229,0.21292,2.456
155.5,-2.636,-1.2808,1,0.2874,0.097612,0.15088,0.14095,0.35562,0.48461,0.29915,0.1376,-0.098601,0.22137,0.30952,0.075113,0.17344,0.23374,0.1659,0.29692,0.25813,0.14452,0.35662,0.23645,0.30292,0.78448,0.2629,0.088244,0.088244,0.76483,0.56156,0.38234,0.43056,0.23394,0.3382,0.056864,0.20931,0.20394,0.26487,0.40531,0.30682,0.1743,0.33367,0.28363,0.45685,0.27807,0.10885,0.057616,0.25962,0.087679,0.3448,0.32809,0.36295,0.63296,0.16926,0.12474,0.36713,0.13054,0.39137,0.17558,2.2102
155.67,-2.649,-1.2837,1,0.28688,0.10439,0.18621,0.091974,0.38677,0.45638,0.38661,0.12133,-0.037498,0.21138,0.30684,0.10341,0.23767,0.23294,0.17241,0.33578,0.22107,0.10006,0.33614,0.20203,0.32951,0.76192,0.25539,0.099077,0.099077,0.7893,0.51603,0.37219,0.36397,0.22894,0.31684,0.051507,0.17405,0.18498,0.22548,0.39157,0.36769,0.15578,0.20136,0.22204,0.4544,0.28555,0.1083,0.12184,0.30032,0.067521,0.35208,0.32889,0.30022,0.67786,0.17419,0.16486,0.27666,0.1297,0.53216,0.13824,1.8979
155.83,-2.6475,-1.2748,1,0.28386,0.11117,0.21928,0.066132,0.38982,0.43902,0.47547,0.11919,0.037043,0.25625,0.30255,0.1596,0.30644,0.22605,0.18034,0.37705,0.2113,0.093393,0.33177,0.18529,0.35609,0.72703,0.23606,0.13658,0.13658,0.7939,0.46014,0.45137,0.35188,0.26862,0.29977,0.03737,0.17613,0.2004,0.19592,0.34912,0.42857,0.20866,0.12752,0.16812,0.45326,0.2734,0.10717,0.18735,0.34498,0.077934,0.40498,0.3792,0.25902,0.65642,0.19297,0.20157,0.29508,0.13102,0.60865,0.12984,1.539
156,-2.65,-1.2665,1,0.28542,0.1114,0.22762,0.050271,0.34689,0.43327,0.4781,0.17214,0.089125,0.30112,0.28498,0.20904,0.35895,0.22436,0.20464,0.39866,0.21498,0.092601,0.32842,0.18875,0.38267,0.69428,0.21201,0.15552,0.15552,0.77193,0.43781,0.46956,0.28738,0.29161,0.15143,0.023232,0.18577,0.22331,0.16703,0.31562,0.46983,0.21477,0.11615,0.1341,0.44808,0.2623,0.10604,0.24228,0.36436,0.095848,0.39927,0.42254,0.21781,0.71806,0.20243,0.21178,0.33279,0.13996,0.68097,0.16742,1.1989
156.17,-2.6503,-1.2773,1,0.29497,0.10308,0.2418,0.065639,0.32109,0.43508,0.4795,0.21416,0.11303,0.34174,0.34045,0.25946,0.38712,0.21702,0.21634,0.41239,0.23058,0.11134,0.33177,0.1973,0.41024,0.66153,0.1843,0.175,0.175,0.75376,0.39524,0.55889,0.41418,0.36655,0.17721,0.02012,0.20081,0.24541,0.1402,0.29679,0.51145,0.2639,0.17893,0.1052,0.43593,0.24139,0.10141,0.28483,0.38278,0.14254,0.43611,0.43969,0.21874,0.72833,0.22959,0.27617,0.41084,0.14713,0.70823,0.205,0.88142
156.33,-2.6544,-1.2782,1,0.31389,0.13243,0.25069,0.072912,0.2953,0.44676,0.43676,0.25618,0.12844,0.36784,0.40913,0.28217,0.36395,0.21439,0.22347,0.40107,0.23503,0.11807,0.32386,0.21613,0.39899,0.65988,0.16157,0.2016,0.2016,0.7555,0.40777,0.57709,0.47332,0.37212,0.17868,0.016752,0.19928,0.27611,0.14052,0.27796,0.46313,0.26187,0.22026,0.11203,0.42379,0.22516,0.096739,0.30218,0.38217,0.26163,0.38592,0.36989,0.21968,0.76673,0.25987,0.26006,0.48579,0.13191,0.6924,0.22822,1.0024
156.5,-2.6613,-1.2643,1,0.33281,0.17051,0.24968,0.093727,0.3065,0.46747,0.40691,0.28092,0.11891,0.33723,0.48055,0.26466,0.32388,0.19853,0.21112,0.38367,0.22484,0.11213,0.31104,0.23495,0.37409,0.66113,0.1488,0.23099,0.23099,0.7593,0.39067,0.60202,0.60012,0.41818,0.15769,0.011334,0.20429,0.29133,0.13863,0.28822,0.35686,0.2824,0.26158,0.14473,0.41826,0.20893,0.096207,0.25954,0.33421,0.35684,0.40222,0.30736,0.22011,0.74117,0.2807,0.2703,0.48532,0.10774,0.62582,0.25143,1.3563
156.66,-2.6476,-1.2588,1,0.3562,0.2086,0.23644,0.087257,0.3177,0.47733,0.3406,0.28541,0.10045,0.30296,0.52649,0.24379,0.27985,0.1976,0.20655,0.34291,0.20204,0.12488,0.29101,0.2417,0.34627,0.68313,0.15011,0.22311,0.22311,0.79236,0.36659,0.51589,0.62395,0.41956,0.13241,0.019238,0.17783,0.279,0.13594,0.314,0.2506,0.25615,0.2901,0.19837,0.43943,0.21417,0.09821,0.19395,0.279,0.45112,0.36153,0.27032,0.2159,0.74372,0.27406,0.25419,0.44288,0.082216,0.53695,0.25212,1.7827
156.83,-2.6626,-1.2883,1,0.37984,0.23084,0.21911,0.09589,0.32891,0.51525,0.33799,0.26771,0.086431,0.28876,0.60434,0.24547,0.25208,0.20387,0.1842,0.28906,0.17924,0.15109,0.26504,0.23985,0.31564,0.70512,0.15447,0.20518,0.20518,0.82541,0.31568,0.51117,0.69577,0.40657,0.092806,0.026115,0.17412,0.25637,0.13656,0.33977,0.15692,0.2473,0.35055,0.25416,0.46464,0.23941,0.10681,0.12811,0.23706,0.56969,0.37946,0.24024,0.23019,0.6632,0.27024,0.15254,0.39681,0.05669,0.46321,0.24651,2.2604
157,-2.6511,-1.2945,1,0.38237,0.25193,0.19217,0.090853,0.32599,0.52305,0.25863,0.24778,0.091409,0.30003,0.55212,0.24715,0.23577,0.21737,0.19029,0.2431,0.1624,0.17979,0.2401,0.23924,0.28125,0.73922,0.19662,0.18669,0.18669,0.85798,0.30118,0.43849,0.61853,0.34921,0.079899,0.018649,0.16423,0.23482,0.15216,0.34597,0.072011,0.23074,0.4926,0.30298,0.49244,0.26464,0.11946,0.060345,0.18247,0.6927,0.3402,0.22107,0.24839,0.64724,0.24341,-0.003309,0.3135,0.032937,0.40941,0.23976,2.7594
157.16,-2.6426,-1.3123,1,0.39218,0.24882,0.17009,0.10271,0.31633,0.54451,0.21129,0.22786,0.10901,0.38607,0.54017,0.22923,0.24048,0.24021,0.21202,0.22218,0.15825,0.22283,0.23091,0.25493,0.26661,0.75646,0.19965,0.16781,0.16781,0.88539,0.26093,0.43377,0.60895,0.32428,0.06778,0.019781,0.20699,0.20103,0.17418,0.35216,0.070286,0.2345,0.65411,0.32782,0.51491,0.25607,0.12801,0.0133,0.14033,0.74331,0.2678,0.21585,0.26701,0.54008,0.2003,0.0019543,0.35947,0.031694,0.38082,0.24069,2.9748
157.33,-2.6323,-1.3248,1,0.40199,0.24963,0.15669,0.10801,0.34224,0.54245,0.15477,0.2152,0.13052,0.38651,0.48794,0.21013,0.2483,0.28116,0.24282,0.20637,0.16624,0.26588,0.23084,0.27062,0.25215,0.7737,0.26385,0.15686,0.15686,0.91281,0.25796,0.38447,0.51973,0.24341,0.078121,0.025964,0.22042,0.17873,0.19841,0.3355,0.075385,0.22838,0.7754,0.3387,0.52804,0.2377,0.13933,-0.007299,0.10841,0.76748,0.24908,0.22603,0.30443,0.55586,0.15719,-0.019136,0.36122,0.046723,0.36698,0.24162,3.053
157.5,-2.6496,-1.3377,1,0.37286,0.24762,0.13084,0.11835,0.32928,0.54975,0.1333,0.22382,0.14753,0.45086,0.5031,0.16747,0.25092,0.32073,0.26838,0.1859,0.18774,0.2826,0.2323,0.27059,0.23781,0.7667,0.27674,0.1458,0.1458,0.88727,0.28167,0.32087,0.47693,0.15791,0.06056,0.039598,0.25032,0.16884,0.22265,0.33797,0.056254,0.19557,0.87525,0.32956,0.51182,0.21038,0.1487,-0.0023233,0.079322,0.71666,0.24463,0.33695,0.36089,0.48455,0.12783,-0.022645,0.36052,0.064335,0.35667,0.2434,3.1311
157.66,-2.6415,-1.3286,1,0.34348,0.24561,0.11367,0.14372,0.29153,0.52899,0.080029,0.24473,0.16009,0.41997,0.49562,0.13653,0.2446,0.32919,0.29721,0.18124,0.21059,0.28338,0.23746,0.26991,0.22971,0.7597,0.28659,0.13035,0.13035,0.86174,0.31133,0.24382,0.32739,0.10106,0.057322,0.059297,0.25629,0.16177,0.25512,0.34253,0.044159,0.14315,0.91647,0.32042,0.49997,0.17182,0.14136,-0.0010266,0.036505,0.61807,0.24017,0.44786,0.38741,0.41955,0.11102,0.076535,0.35665,0.084211,0.33143,0.24405,3.1579
157.83,-2.6556,-1.3242,1,0.31948,0.23031,0.086944,0.171,0.25077,0.54678,0.069845,0.2434,0.21712,0.48432,0.54518,0.15744,0.23781,0.32968,0.31475,0.17365,0.2296,0.27529,0.24777,0.26016,0.22791,0.74166,0.23421,0.11131,0.11131,0.83845,0.33735,0.18891,0.2595,0.11937,0.024296,0.073958,0.2862,0.15361,0.27262,0.36728,0.039101,0.10067,0.76916,0.33391,0.47777,0.14948,0.13402,0.006812,0.0063294,0.51413,0.236,0.45822,0.40802,0.33,0.10335,0.18175,0.35317,0.10182,0.3129,0.24669,3.1345
158,-2.6464,-1.3086,1,0.30607,0.23253,0.074505,0.18757,0.24993,0.54105,0.057631,0.21947,0.26985,0.39779,0.54214,0.17282,0.21972,0.3225,0.30673,0.16481,0.24035,0.27412,0.25209,0.23839,0.22854,0.73318,0.21146,0.088867,0.088867,0.81178,0.3531,0.14673,0.21113,0.10524,0.0031795,0.075512,0.25891,0.15572,0.25794,0.37828,0.039952,0.048141,0.61725,0.34741,0.47542,0.15379,0.12899,0.0074869,0.046609,0.41736,0.30138,0.45016,0.42184,0.33632,0.11049,0.17902,0.21467,0.10214,0.29473,0.26718,3.0993
158.17,-2.6492,-1.3069,1,0.28927,0.21722,0.051662,0.19555,0.22258,0.57126,0.051284,0.1878,0.2904,0.47508,0.57937,0.18929,0.19302,0.2974,0.28134,0.15135,0.2373,0.26197,0.25022,0.21085,0.22939,0.71958,0.13885,0.055717,0.055717,0.77169,0.3612,0.14557,0.17475,0.14333,-0.017937,0.065798,0.27236,0.15426,0.24127,0.38395,0.040803,0.031136,0.47506,0.34831,0.46203,0.1679,0.1212,-0.00039106,0.086888,0.32514,0.33967,0.46051,0.42055,0.28011,0.13959,0.17168,0.20647,0.084291,0.29093,0.28768,3.0332
158.33,-2.6604,-1.3131,1,0.30946,0.20477,0.062925,0.20353,0.26885,0.57902,0.047329,0.14296,0.2228,0.4203,0.51005,0.16026,0.17245,0.27618,0.25403,0.15166,0.22776,0.22793,0.24701,0.19212,0.23923,0.72878,0.10569,0.048321,0.048321,0.77915,0.35932,0.18018,0.19452,0.1445,-0.011154,0.053024,0.25666,0.14787,0.21468,0.38223,0.060814,0.10419,0.33529,0.34974,0.45211,0.17457,0.1134,-0.012187,0.089352,0.23547,0.50603,0.44937,0.40021,0.31099,0.16855,0.15134,0.20072,0.065224,0.32692,0.28151,2.9141
158.5,-2.6618,-1.317,1,0.31404,0.17005,0.075407,0.19648,0.3399,0.58337,0.05149,0.10617,0.1552,0.49759,0.42381,0.11468,0.16385,0.26064,0.23962,0.1611,0.21562,0.19337,0.24502,0.16574,0.24777,0.73199,0.095652,0.055359,0.055359,0.77206,0.35513,0.21478,0.25743,0.18826,0.0076534,0.041138,0.26659,0.14147,0.17079,0.3765,0.080826,0.18106,0.22242,0.34753,0.43783,0.16622,0.11421,-0.017075,0.11757,0.1702,0.5443,0.44806,0.39132,0.3375,0.19869,0.131,0.20594,0.046714,0.3719,0.27535,2.6701
158.67,-2.6513,-1.3081,1,0.31291,0.16618,0.10121,0.19697,0.37192,0.56454,0.055651,0.099165,0.059295,0.4428,0.31465,0.047591,0.15606,0.24001,0.22064,0.1823,0.20299,0.16231,0.2415,0.15486,0.28309,0.72115,0.14821,0.049775,0.049775,0.75554,0.34694,0.30512,0.3201,0.21071,0.031586,0.040148,0.24698,0.15031,0.12544,0.3501,0.16365,0.20959,0.16912,0.32511,0.44582,0.15306,0.11734,-0.022063,0.23467,0.15387,0.71486,0.56259,0.37777,0.36869,0.23768,0.096913,0.3161,0.030467,0.43926,0.29413,2.4325
158.83,-2.6385,-1.2989,1,0.29435,0.11495,0.12401,0.19936,0.37076,0.5411,0.113,0.11475,-0.02567,0.46453,0.21601,0.041585,0.15542,0.21812,0.18815,0.20476,0.19619,0.11479,0.23918,0.15698,0.31841,0.70304,0.17078,0.04859,0.04859,0.76489,0.32355,0.38272,0.4505,0.23477,0.16224,0.043666,0.25487,0.15202,0.097013,0.33055,0.24355,0.22941,0.12409,0.30269,0.44765,0.13346,0.11584,0.0023626,0.28132,0.13035,0.79783,0.66026,0.34951,0.40292,0.28032,0.055872,0.432,0.028974,0.51443,0.29739,2.2066
159,-2.6461,-1.2961,1,0.29714,0.11107,0.15845,0.20913,0.38156,0.49345,0.19,0.13064,-0.060623,0.37164,0.11516,0.050252,0.17503,0.19743,0.17112,0.2411,0.19323,0.078245,0.2428,0.16515,0.35351,0.68798,0.22841,0.05679,0.05679,0.79803,0.30016,0.43055,0.5809,0.25883,0.2929,0.05545,0.23906,0.14974,0.070577,0.30864,0.34997,0.27679,0.10954,0.27435,0.46733,0.12587,0.11653,0.07139,0.32798,0.088777,0.83834,0.61967,0.32378,0.44068,0.30099,0.020768,0.46115,0.029374,0.60802,0.25885,1.8798
159.16,-2.6565,-1.3044,1,0.29993,0.097061,0.19035,0.21889,0.41295,0.42169,0.32491,0.14606,0.027959,0.33564,0.08058,0.11074,0.22392,0.17382,0.15604,0.27656,0.20939,0.075665,0.25493,0.17597,0.4163,0.64302,0.26295,0.077743,0.077743,0.83314,0.2804,0.47864,0.65492,0.32576,0.34265,0.069203,0.23465,0.15341,0.061662,0.29289,0.46146,0.2766,0.10761,0.22492,0.48658,0.14319,0.11722,0.14042,0.41335,0.11965,0.67885,0.55142,0.30243,0.47843,0.32167,0.0074361,0.46849,0.031463,0.6823,0.22167,1.5012
159.33,-2.6484,-1.304,1,0.3279,0.13687,0.21673,0.21471,0.50618,0.35334,0.39316,0.16844,0.11654,0.25356,0.13817,0.24431,0.26977,0.17421,0.14313,0.31114,0.22679,0.088967,0.26707,0.2165,0.4774,0.60231,0.27435,0.098707,0.098707,0.86107,0.27348,0.51775,0.61898,0.31429,0.36825,0.077029,0.19549,0.17352,0.063476,0.28615,0.60132,0.22861,0.099217,0.17732,0.50583,0.17735,0.11969,0.20403,0.50399,0.13236,0.64746,0.41363,0.30053,0.51723,0.32947,0.029546,0.46056,0.050474,0.76081,0.18855,1.18
159.5,-2.6433,-1.3145,1,0.35587,0.15199,0.24311,0.17326,0.63844,0.3008,0.47472,0.18327,0.18224,0.27428,0.21868,0.35117,0.29426,0.17958,0.13683,0.33799,0.22326,0.12911,0.27558,0.22732,0.51128,0.56483,0.22905,0.13823,0.13823,0.88901,0.3002,0.53861,0.64987,0.31662,0.3816,0.086683,0.16812,0.19901,0.06674,0.29116,0.67133,0.22515,0.090824,0.1292,0.51286,0.19969,0.13509,0.26314,0.44571,0.1496,0.48797,0.33556,0.30329,0.55604,0.35012,0.060114,0.34731,0.054032,0.81262,0.12963,0.83486
159.66,-2.633,-1.3161,1,0.38341,0.2003,0.25181,0.1251,0.7483,0.25932,0.50765,0.19811,0.23701,0.34741,0.301,0.44516,0.31618,0.19438,0.15853,0.37483,0.18214,0.18616,0.28363,0.22371,0.54341,0.50307,0.21826,0.17842,0.17842,0.87769,0.35965,0.50106,0.52667,0.31569,0.27631,0.10421,0.16923,0.24503,0.079981,0.29825,0.72622,0.26361,0.099847,0.081084,0.50837,0.22202,0.15281,0.30524,0.44745,0.12934,0.40328,0.32316,0.31952,0.54044,0.34069,0.11072,0.23125,0.075464,0.85626,0.10066,0.48589
159.83,-2.6248,-1.3426,1,0.3822,0.21611,0.26051,0.083337,0.82074,0.25348,0.52095,0.18366,0.29095,0.44241,0.39368,0.52089,0.32991,0.21881,0.18023,0.40778,0.13902,0.25012,0.28772,0.21912,0.57314,0.44338,0.1893,0.20922,0.20922,0.85654,0.41942,0.51639,0.46251,0.31476,0.1732,0.1298,0.21795,0.30261,0.10735,0.30159,0.74054,0.26204,0.11715,0.06071,0.50335,0.23199,0.1663,0.30806,0.45061,0.15459,0.3186,0.41518,0.33575,0.49676,0.38805,0.20608,0.20195,0.10494,0.85456,0.11739,0.28586
160,-2.6169,-1.3598,1,0.37572,0.25754,0.2713,0.044649,0.81564,0.29912,0.47393,0.22156,0.30951,0.50827,0.52876,0.58073,0.3174,0.24331,0.19747,0.44481,0.077989,0.29665,0.2833,0.21321,0.56679,0.42022,0.18344,0.20998,0.20998,0.84153,0.46617,0.5161,0.38513,0.31252,0.15099,0.15343,0.23137,0.36019,0.12712,0.29817,0.72797,0.25793,0.14828,0.066739,0.47665,0.22429,0.17401,0.31088,0.566,0.17984,0.30582,0.38658,0.34284,0.46654,0.37862,0.28694,0.1953,0.13273,0.87153,0.1815,0.23437
