Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56,Neuron 57
6.666,-2.2736,0.13783,1,-0.1978,1.7377,0.25519,-0.017448,0.19603,0.901,-0.12018,1.3967,0.24184,0.50765,-0.22832,0.5514,0.27276,-0.030985,-0.027367,0.21275,0.37224,1.7481,-0.19714,0.43558,0.43796,-0.15869,0.52419,0.11343,0.11343,0.094749,-0.039397,-0.012951,0.26532,-0.15689,0.46691,0.019411,0.56397,0.45606,0.082328,0.39256,0.89126,0.27963,1.1449,0.67839,0.85826,2.0738,0.084999,-0.052038,0.14023,0.8432,0.54049,0.31128,0.12766,0.17579,2.4762,-0.082259,-0.12252,-0.13001,-0.31598,1.2986,1.677
6.834,-2.2752,0.13432,1,-0.19178,1.6934,0.21271,-0.011686,0.19003,0.96091,-0.12094,1.4561,0.22789,0.51392,-0.23588,0.60956,0.30785,-0.0050711,-0.034077,0.20149,0.36624,1.7443,-0.2033,0.49729,0.45001,-0.17793,0.49327,0.073611,0.073611,0.11081,-0.037257,-0.016529,0.4426,-0.17635,0.45445,-0.0092996,0.52761,0.4924,0.054302,0.37809,0.91512,0.2515,1.1785,0.62597,0.87223,1.9895,-0.0087418,-0.059643,0.047109,0.8285,0.53307,0.31799,0.15475,0.20798,2.578,-0.12541,-0.11642,-0.12149,-0.31817,1.4195,1.6486
6.999,-2.2794,0.1304,1,-0.16698,1.6506,0.18311,0.060284,0.15391,1.0196,-0.11671,1.5155,0.23806,0.52593,-0.24344,0.63362,0.32294,0.021876,-0.01904,0.20965,0.3595,1.7132,-0.21006,0.55654,0.40791,-0.19829,0.53011,0.037935,0.037935,0.13409,-0.027194,0.0098178,0.49702,-0.18194,0.4436,0.0021666,0.49125,0.5639,0.026277,0.38535,0.90132,0.22794,1.2019,0.62527,0.91119,1.9041,-0.0024893,-0.071863,-0.23831,0.85943,0.50727,0.33219,0.18397,0.21659,2.5258,-0.16955,-0.11031,-0.12747,-0.29746,1.5861,1.6214
7.166,-2.2611,0.12188,1,-0.15148,2.031,0.17851,0.061103,0.1178,0.98964,-0.12389,1.5545,0.26066,0.54792,-0.22052,0.67695,0.29503,0.044328,0.010207,0.21781,0.3595,1.7076,-0.21682,0.56142,0.36489,-0.20431,0.5296,0.013315,0.013315,0.15539,-0.01713,0.065229,0.52098,-0.16502,0.41506,-0.0052856,0.4836,0.60744,-0.0017491,0.35062,0.88752,0.20834,1.1889,0.6589,0.95422,2.0893,0.0037604,-0.079469,-0.27361,0.89037,0.46403,0.33716,0.21532,0.20754,2.4987,-0.19712,-0.10354,-0.14863,-0.27675,1.7432,1.5953
7.33,-2.2266,0.12862,1,-0.13187,2.0579,0.19599,0.10418,0.095732,0.96845,-0.13081,1.5929,0.26183,0.55671,-0.17027,0.69201,0.26198,0.06678,0.039453,0.21977,0.34807,1.6988,-0.2284,0.55423,0.34818,-0.21034,0.58743,-0.004676,-0.004676,0.1827,0.0022943,0.17757,0.55529,-0.15077,0.35276,0.0061806,0.47952,0.60764,-0.025197,0.37708,0.8862,0.20461,1.1262,0.70351,0.99437,2.1345,0.0069002,-0.091301,-0.26494,0.92894,0.40169,0.36799,0.24666,0.19029,2.3434,-0.21069,-0.090262,-0.16979,-0.25649,1.8395,1.5702
7.5,-2.2091,0.1449,1,-0.039254,1.8525,0.21688,0.087097,0.090998,0.88723,-0.15428,1.5192,0.26058,0.55813,-0.12659,0.67201,0.22894,0.077362,0.074831,0.21627,0.32101,1.6797,-0.24288,0.54581,0.35557,-0.20733,0.59408,0.0024204,0.0024204,0.15909,-0.047707,0.28991,0.55912,-0.13653,0.31161,-0.013642,0.72233,0.58994,0.029686,0.38744,0.89868,0.20848,0.99908,0.68593,1.0004,2.1819,0.0068889,-0.099174,-0.24823,0.93976,0.347,0.38547,0.22412,0.16623,2.2268,-0.16825,-0.080863,-0.18043,-0.21875,1.8648,1.5462
7.665,-2.2128,0.15242,-1,0.019064,1.6429,0.24441,0.083902,0.086264,0.78623,-0.17543,1.4156,0.23932,0.55155,-0.078884,0.57769,0.20771,0.036662,0.092753,0.21277,0.29394,1.5904,-0.23497,0.50702,0.35927,-0.1742,0.6393,0.01147,0.01147,0.13419,-0.074382,0.2631,0.39375,-0.12023,0.29248,-0.020312,0.7196,0.46142,0.1214,0.46629,0.88463,0.22034,0.86663,0.66834,1.0022,2.0303,0.0068775,-0.099809,-0.17746,0.90807,0.22098,0.40296,0.17248,0.14217,1.6168,-0.11298,-0.078237,-0.19316,-0.18436,1.8177,1.523
7.83,-2.2099,0.15411,-1,0.076477,1.4318,0.26145,0.089252,0.076244,0.69251,-0.19959,1.3381,0.17845,0.45566,0.0071961,0.43941,0.19917,-0.01655,0.088928,0.215,0.28746,1.5283,-0.19413,0.42088,0.41513,-0.14106,0.64596,0.02013,0.02013,0.11263,-0.038597,0.18011,0.26093,-0.11162,0.3214,0.0030936,0.78324,0.28937,0.27228,0.4872,0.75106,0.20253,0.73417,0.63497,0.95596,1.7418,0.035806,-0.078329,-0.10942,0.83843,0.053137,0.37021,0.097311,0.12432,1.0869,-0.057892,-0.081961,-0.09321,-0.17057,1.5917,1.5008
7.999,-2.209,0.16777,-1,0.10611,1.0712,0.25269,0.16937,0.051842,0.62648,-0.21234,1.3031,0.069631,0.33324,0.093276,0.24803,0.17876,-0.084982,0.063771,0.23124,0.35769,1.5969,-0.14783,0.34522,0.38639,-0.121,0.64369,0.019593,0.019593,0.093833,0.032551,0.068062,0.15867,-0.041179,0.40479,0.026564,0.84687,0.11733,0.46205,0.54099,0.56481,0.21864,0.6981,0.60719,0.90685,1.1873,0.064737,-0.034058,-0.055113,0.76879,-0.104,0.35124,0.043095,0.12413,0.62253,-0.019188,-0.065611,0.030057,-0.15677,1.3025,1.4793
8.166,-2.2067,0.19204,-1,0.13575,0.71069,0.23885,0.36749,-0.0050182,0.5975,-0.090693,1.2761,-0.016859,0.22097,0.07309,0.077995,0.14004,-0.13587,0.056165,0.25676,0.44057,1.6687,-0.10101,0.24239,0.3181,-0.084394,0.55602,-0.0097479,-0.0097479,0.075191,0.1099,-0.084718,0.020015,0.041949,0.52964,0.070208,1.039,-0.011384,0.64275,0.5619,0.35037,0.24049,0.71174,0.58933,0.84026,0.80609,0.084086,0.069196,-0.0061702,0.69563,-0.17079,0.35287,0.047014,0.20622,0.71096,0.045683,-0.051888,0.15332,-0.10317,0.99332,1.4587
8.331,-2.2157,0.22026,-1,0.11426,0.61663,0.187,0.58824,-0.078225,0.62857,0.028644,1.3259,-0.056833,0.091034,0.042116,-0.056978,0.074518,-0.14818,0.06089,0.29461,0.52054,1.7311,-0.032992,0.13956,0.20442,-0.045296,0.48999,-0.041315,-0.041315,0.094847,0.20905,-0.21885,-0.12197,0.14196,0.64407,0.13106,0.98415,-0.12388,0.74511,0.57205,0.12676,0.28431,0.60833,0.66096,0.79458,0.41347,0.10344,0.16849,0.076225,0.63702,-0.23759,0.3566,0.14497,0.38487,0.73056,0.19707,-0.025017,0.27205,-0.074127,0.70917,1.4424
8.497,-2.2577,0.22235,-1,0.091862,0.52258,0.0891,0.80048,-0.15143,0.67072,0.12129,1.401,-0.076796,-0.033955,0.0015508,-0.13209,0.015508,-0.13467,0.064726,0.30401,0.6005,1.7968,0.01353,0.036733,0.094428,-0.023934,0.40233,-0.072881,-0.072881,0.12975,0.29912,-0.21821,-0.094757,0.26799,0.74745,0.1818,1.1043,-0.14187,0.8685,0.51168,-0.073181,0.32419,0.50613,0.68941,0.7489,0.21973,0.12279,0.24508,0.10456,0.63094,-0.17499,0.35652,0.25198,0.56352,1.2396,0.3211,0.098266,0.39084,-0.076455,0.42502,1.5712
8.667,-2.3367,0.20131,-1,0.070754,0.42852,0.00072351,0.97277,-0.17831,0.71287,0.15922,1.4409,-0.13007,-0.078925,-0.11189,0.058651,-0.018617,-0.10969,0.064373,0.23064,0.67872,1.8425,0.038187,-0.0064546,-0.020555,-0.0025717,0.32277,-0.11778,-0.11778,0.14929,0.29313,-0.19131,-0.060669,0.35671,0.80013,0.18237,1.1431,-0.15149,0.96468,0.48793,-0.1536,0.33919,0.39894,0.67415,0.71835,0.1928,0.11706,0.30417,0.11214,0.61482,-0.090699,0.39918,0.38207,0.56925,1.715,0.42928,0.13149,0.41598,-0.1097,0.26077,1.7595
8.832,-2.4011,0.14566,-1,0.093008,0.56024,-0.096292,1.1017,-0.1908,0.70603,0.19324,1.3105,-0.13638,-0.11427,-0.22533,0.2832,-0.046188,-0.089079,0.059392,0.14326,0.67708,1.6828,0.040351,-0.045844,-0.05252,0.012527,0.21911,-0.15384,-0.15384,0.19335,0.25178,-0.16473,0.11616,0.41473,0.7989,0.18286,1.1969,-0.16914,1.022,0.40051,-0.1897,0.29662,0.2118,0.57666,0.69646,0.19242,0.094919,0.33855,0.12681,0.48833,-0.0033184,0.60527,0.45973,0.57498,2.0758,0.53727,0.15462,0.44113,-0.14294,0.15968,1.8964
8.998,-2.4602,0.1098,-1,0.17446,0.69197,-0.19939,1.1474,-0.1902,0.70234,0.081107,1.1675,-0.14269,-0.16027,-0.24938,0.27845,-0.070143,-0.091265,0.036844,0.055937,0.67646,1.4697,0.042515,-0.053753,-0.078375,0.017466,0.152,-0.16772,-0.16772,0.2182,0.23561,-0.14386,0.11969,0.41464,0.77735,0.16319,1.1157,-0.18679,1.0793,0.34597,-0.21011,0.2627,0.024658,0.46924,0.69495,0.1948,0.091729,0.31854,0.14148,0.33957,0.0097353,0.76491,0.40232,0.49366,2.0066,0.60775,0.1546,0.47384,-0.20864,0.12293,2.0925
9.163,-2.5155,0.11297,-1,0.23403,0.78226,-0.26491,1.1853,-0.18117,0.66859,-0.042062,1.0298,-0.19511,-0.17058,-0.27343,0.25242,-0.073222,-0.12017,0.013488,-0.043651,0.69681,1.3073,0.016626,-0.083112,-0.090014,0.021686,0.072822,-0.19303,-0.19303,0.25502,0.22565,-0.14096,0.37179,0.38114,0.76518,0.14703,1.0435,-0.20276,1.148,0.31125,-0.22133,0.20681,0.044011,0.37867,0.69997,0.17307,0.088539,0.29497,0.11466,0.20959,-0.012646,0.76749,0.29602,0.32259,2.0218,0.58016,0.13479,0.50656,-0.27046,0.11718,2.2494
9.333,-2.5436,0.11133,-1,0.28588,0.87255,-0.28052,1.1485,-0.1396,0.68576,-0.13624,0.89507,-0.25379,-0.19248,-0.29748,0.22287,-0.091551,-0.13785,0.0030476,-0.11165,0.69276,1.1493,-0.006073,-0.11247,-0.10165,0.028119,0.0057047,-0.20533,-0.20533,0.26128,0.14712,-0.12313,0.3842,0.3165,0.76718,0.11485,1.0362,-0.2087,1.1915,0.26787,-0.22327,0.15268,0.039755,0.33491,0.705,0.15135,0.1194,0.28756,0.1117,0.06958,-0.08002,0.75289,0.18973,0.15152,2.0271,0.53806,0.018574,0.51922,-0.30091,0.069078,2.3065
9.499,-2.5641,0.10094,-1,0.30375,0.93393,-0.2888,1.1179,-0.099822,0.70813,-0.091467,0.80367,-0.26367,-0.18963,-0.25321,-0.028567,-0.12743,-0.17503,-0.014075,-0.071965,0.67298,0.9666,-0.054617,-0.13824,-0.10448,0.032339,-0.029297,-0.19243,-0.19243,0.29692,0.094821,0.012586,0.50853,0.32428,0.85016,0.11045,1.077,-0.20209,1.1009,0.22915,-0.16688,0.17686,0.059848,0.31169,0.70191,0.14284,0.15468,0.28016,0.14942,-0.060394,-0.031265,0.74453,0.14153,0.20159,2.1126,0.45242,0.00046226,0.51116,-0.2752,0.012484,2.3082
9.664,-2.5793,0.10929,-1,0.35522,0.9448,-0.27857,1.0982,-0.060046,0.75898,-0.042789,0.80582,-0.22628,-0.19605,-0.14198,-0.24853,-0.13619,-0.20785,-0.020327,-0.023911,0.63255,0.84988,-0.092979,-0.10745,-0.10099,0.022004,-0.037456,-0.16932,-0.16932,0.31312,0.042518,0.03669,0.38013,0.40609,1.0034,0.095898,1.0853,-0.17723,1.0088,0.22123,-0.07702,0.2759,0.060575,0.33216,0.69015,0.13433,0.1981,0.30296,0.2149,-0.079781,0.0144,0.5665,0.092447,0.33302,2.2238,0.36677,-0.0051879,0.50435,-0.22553,-0.025241,2.3653
9.834,-2.5826,0.13598,-1,0.32494,0.99833,-0.25412,1.0469,-0.018372,0.78501,0.0020196,0.87034,-0.18889,-0.19183,-0.041194,-0.23919,-0.11557,-0.23159,-0.023757,0.015725,0.57849,0.76984,-0.13134,-0.057801,-0.097506,-0.00042721,-0.011563,-0.14622,-0.14622,0.34839,-0.062865,0.069956,0.50446,0.54864,1.1682,0.081344,1.2646,-0.13235,0.90721,0.21331,0.012836,0.38326,0.080668,0.35486,0.71485,0.11952,0.21838,0.3386,0.28037,-0.068817,0.06398,0.3947,0.12031,0.43471,2.3018,0.31476,0.14989,0.49261,-0.17891,-0.049815,2.4031
10.001,-2.5707,0.13597,-1,0.29466,1.0591,-0.22922,0.98307,0.018128,0.84109,0.040109,0.80705,-0.16548,-0.21407,0.036731,-0.22773,-0.089025,-0.25533,-0.025986,0.052836,0.51663,0.66783,-0.16602,0.020235,-0.098987,-0.018921,0.017452,-0.13541,-0.13541,0.33324,-0.16825,0.094061,0.30413,0.69508,1.3014,0.061551,1.2713,-0.10481,0.79417,0.19105,0.062691,0.49062,0.0061323,0.35987,0.73532,0.14023,0.23866,0.37781,0.29804,-0.056414,0.12336,0.35597,0.14816,0.53639,2.173,0.2743,0.17404,0.48086,-0.13616,-0.084691,2.5284
10.164,-2.5683,0.13758,-1,0.2721,1.0992,-0.21209,0.98767,0.02209,0.85762,0.070396,0.83092,-0.15044,-0.22471,0.11028,-0.21542,-0.049812,-0.28741,-0.022786,0.073261,0.47918,0.60123,-0.19694,0.091335,-0.10047,-0.032679,0.058195,-0.14624,-0.14624,0.33248,-0.19922,0.10852,0.47694,0.78473,1.4104,0.053343,1.4505,-0.07685,0.68212,0.15935,0.10513,0.57818,-0.027914,0.36209,0.74384,0.18955,0.19115,0.4014,0.28637,-0.050175,0.16898,0.34797,0.1243,0.61256,2.0445,0.24664,0.28531,0.47786,-0.11869,-0.08272,2.6129
10.33,-2.5777,0.11693,-1,0.26369,1.1326,-0.2173,0.97846,0.016916,0.87715,0.012195,0.79173,-0.14211,-0.25657,0.15439,-0.16875,-0.022811,-0.3,-0.0087138,0.050589,0.44172,0.5792,-0.20316,0.13241,-0.092526,-0.040734,0.073046,-0.16855,-0.16855,0.30467,-0.22415,-0.0099203,0.3907,0.77139,1.3865,0.020509,1.4152,-0.063952,0.67204,0.13592,0.083147,0.6386,-0.097474,0.35071,0.76834,0.2097,0.18295,0.4077,0.25477,-0.057333,0.13042,0.33374,0.040959,0.59573,1.8791,0.097507,0.26847,0.48216,-0.12746,-0.084389,2.6973
10.5,-2.5945,0.09629,-1,0.24119,1.1189,-0.23248,0.96761,0.0062741,0.89667,-0.046006,0.80137,-0.18006,-0.27172,0.12716,-0.15356,-0.03096,-0.30452,-0.025276,0.019552,0.43305,0.5725,-0.20254,0.11151,-0.089312,-0.030296,0.087896,-0.19394,-0.19394,0.26601,-0.2214,0.024756,0.51834,0.7146,1.2711,0.0042539,1.5788,-0.078316,0.66757,0.09081,0.042166,0.60592,-0.13152,0.34903,0.7834,0.24914,0.18303,0.39839,0.20149,-0.051305,0.11006,0.33507,-0.012151,0.49755,1.6759,0.12942,0.29223,0.47021,-0.16274,-0.11226,2.8244
10.665,-2.5984,0.10284,-1,0.32861,1.1111,-0.25283,0.93782,-0.067623,0.91743,-0.083086,0.75391,-0.19872,-0.30999,0.089718,-0.14677,-0.053781,-0.30772,-0.035136,0.01352,0.42155,0.61706,-0.20105,0.071942,-0.088248,-0.012629,0.074559,-0.21583,-0.21583,0.2128,-0.19388,0.0097581,0.42157,0.67163,1.1443,0.017964,1.3798,-0.11283,0.69503,0.067374,-0.0049183,0.53786,-0.15255,0.31476,0.74994,0.27928,0.19689,0.35894,0.13203,-0.0077375,0.088885,0.33017,-0.054309,0.42227,1.4964,0.15416,0.15911,0.45561,-0.19976,-0.14013,2.9262
10.83,-2.5843,0.13112,2,0.41602,1.1054,-0.28055,0.94897,-0.13635,0.93819,-0.068474,0.84537,-0.19414,-0.32056,0.065055,-0.12082,-0.071,-0.26752,-0.045389,0.010013,0.43584,0.66073,-0.17277,0.023306,-0.077149,-0.00043681,0.062859,-0.19313,-0.19313,0.18952,-0.15188,0.0088381,0.51849,0.64132,1.0362,0.059783,1.4916,-0.13002,0.75683,0.060813,-0.0034668,0.46507,-0.038536,0.31169,0.71288,0.25731,0.22976,0.31542,0.11038,0.052676,0.079662,0.39308,-0.067883,0.347,1.5422,0.17889,0.18287,0.44291,-0.22403,-0.15213,2.9797
11.001,-2.5813,0.1592,2,0.44464,1.1442,-0.30051,0.96228,-0.19037,0.97015,-0.046059,0.84753,-0.17302,-0.33113,0.044763,-0.079361,-0.083082,-0.18695,-0.044653,-0.0047729,0.48453,0.73294,-0.1445,-0.032687,-0.051208,0.010338,0.034672,-0.15406,-0.15406,0.1601,-0.066517,-0.017247,0.37095,0.58869,0.93812,0.10025,1.326,-0.15217,0.84155,0.078291,-0.048286,0.39185,-0.0061532,0.3016,0.68728,0.20674,0.26692,0.28867,0.091901,0.11925,0.084198,0.35143,0.016819,0.24879,1.5976,0.20101,0.10021,0.44914,-0.2213,-0.12343,2.9186
11.166,-2.5945,0.18134,2,0.43014,1.2373,-0.31499,1.0116,-0.20477,0.9798,-0.01053,0.83846,-0.14518,-0.32691,0.03573,-0.068681,-0.076414,-0.10638,-0.037115,-0.01296,0.53323,0.80881,-0.11056,-0.074529,-0.038518,0.017623,0.03507,-0.10587,-0.10587,0.13117,-0.021287,-0.020335,0.42938,0.59777,0.85137,0.16099,1.4111,-0.16441,0.92628,0.14755,-0.087003,0.30694,0.050368,0.34528,0.66168,0.19473,0.25716,0.27129,0.045054,0.19923,0.088734,0.3136,0.10291,0.2064,1.6373,0.35847,0.1464,0.4572,-0.20683,-0.09109,2.8574
11.332,-2.6166,0.20977,2,0.39613,1.3304,-0.28644,1.0233,-0.2137,0.98944,0.024999,0.78834,-0.082396,-0.29592,0.042888,-0.058001,-0.05389,-0.049597,-0.0098151,0.011322,0.58352,0.89504,-0.076628,-0.059403,-0.065488,0.022188,0.035469,-0.064656,-0.064656,0.10228,0.033605,-0.064602,0.30428,0.52152,0.80288,0.20146,1.2455,-0.13107,0.98916,0.20855,-0.13182,0.25998,0.090741,0.33911,0.66582,0.16342,0.2474,0.22927,-0.0017934,0.2751,0.040467,0.26644,0.13864,0.19055,1.6891,0.33488,0.12954,0.48032,-0.18807,-0.051419,2.7707
11.501,-2.6489,0.3024,2,0.28645,1.372,-0.24903,0.99968,-0.17264,0.95766,0.070886,0.73823,-0.03891,-0.22631,0.077792,-0.038916,-0.031365,-0.0073076,0.0051618,0.018965,0.62794,0.94668,-0.043568,-0.018145,-0.090307,0.025233,0.12646,-0.026944,-0.026944,0.062808,0.065466,-0.067691,0.32416,0.42683,0.78632,0.20716,1.3193,-0.076072,1.0083,0.27781,-0.15922,0.18619,0.11502,0.38281,0.70323,0.14361,0.23764,0.19359,-0.028062,0.39155,-0.020485,0.25004,0.15593,0.20241,1.7661,0.28484,0.17254,0.50446,-0.17017,-0.0044217,2.6732
11.667,-2.6313,0.33735,2,0.18897,1.3993,-0.1852,0.89051,-0.13158,0.92588,0.062765,0.67173,-0.0020533,-0.18408,0.12278,-0.043115,0.00083594,-0.022344,0.012849,0.07184,0.6495,0.99029,-0.05494,0.052075,-0.12347,0.043206,0.21744,-0.03103,-0.03103,0.023689,0.082852,-0.083916,0.22977,0.33214,0.76249,0.15705,1.1744,-0.04261,0.95861,0.37708,-0.18005,0.11715,0.09238,0.36686,0.7501,0.14358,0.16502,0.16143,-0.054331,0.5391,-0.069829,0.19332,0.12605,0.20627,1.8654,0.22303,0.2846,0.5276,-0.15483,0.039467,2.5088
11.834,-2.6093,0.34001,2,0.17389,1.3758,-0.12136,0.76282,-0.10523,0.89666,0.054643,0.59988,0.057201,-0.13647,0.13073,-0.062816,0.03048,-0.065726,0.0080583,0.10608,0.61846,0.96978,-0.066312,0.1181,-0.17147,0.055647,0.2731,-0.042859,-0.042859,-0.0078385,0.058932,-0.083473,0.091498,0.31655,0.66451,0.12282,1.1236,-0.0086868,0.8749,0.47245,-0.15362,0.066572,0.15657,0.35614,0.79161,0.14356,0.12186,0.13215,-0.08827,0.68664,-0.12217,0.2445,0.04961,0.25857,1.9082,0.14597,0.3276,0.53745,-0.13004,0.065988,2.4591
11.998,-2.5916,0.36425,2,0.22139,1.3271,-0.02055,0.61291,-0.14822,0.88157,0.03699,0.53769,0.11646,-0.16892,0.09968,-0.085722,0.053587,-0.11708,-0.0035339,0.15206,0.56358,0.84967,-0.081945,0.20262,-0.22532,0.039162,0.30016,-0.056976,-0.056976,-0.034702,0.073346,-0.091028,0.039116,0.31833,0.6223,0.074748,1.0036,0.017824,0.75989,0.4927,-0.18017,0.041963,0.23759,0.28788,0.83077,0.11404,0.07631,0.080499,-0.093843,0.76236,-0.1745,0.29187,-0.026827,0.25445,1.8875,0.11463,0.34209,0.51058,-0.092953,0.11408,2.4094
12.163,-2.5862,0.38501,2,0.23105,1.2784,0.044814,0.43827,-0.19121,0.83181,0.017095,0.50203,0.1474,-0.19595,0.046254,-0.034267,0.068068,-0.15346,-0.015126,0.16027,0.45928,0.71918,-0.097579,0.25998,-0.23951,0.025396,0.32722,-0.029601,-0.029601,-0.057802,0.038934,-0.10517,0.010099,0.34373,0.62268,0.038791,0.89438,0.065803,0.64251,0.52304,-0.20672,0.017354,0.3478,0.27255,0.82171,0.089485,0.030766,0.036191,-0.09763,0.82291,-0.14938,0.3609,-0.060118,0.2238,1.8601,0.074858,0.31993,0.4752,-0.057578,0.18342,2.2616
12.333,-2.6085,0.40227,2,0.22903,1.2439,0.11956,0.31792,-0.19947,0.81091,-0.0089132,0.47927,0.18063,-0.2385,-0.035262,0.017188,0.088655,-0.18048,-0.024691,0.17379,0.37604,0.59625,-0.11841,0.32001,-0.21875,0.01163,0.30712,-0.02548,-0.02548,-0.05576,0.0060212,-0.1193,0.0068052,0.36485,0.59113,0.0076344,0.84058,0.092245,0.52386,0.48051,-0.17407,0.054791,0.44172,0.27924,0.77001,0.082317,-0.044768,0.0067669,-0.10582,0.79502,-0.11157,0.39917,-0.085918,0.18052,1.7839,0.035086,0.23124,0.41968,-0.050024,0.36969,2.1022
12.498,-2.6117,0.43691,2,0.21654,1.2483,0.19807,0.25462,-0.16594,0.79001,-0.020577,0.46199,0.21736,-0.26552,-0.11678,0.056552,0.10239,-0.20177,-0.027286,0.15157,0.29768,0.49315,-0.12336,0.36138,-0.18963,-0.02058,0.36802,-0.00041465,-0.00041465,-0.06605,-0.026891,-0.12177,0.026688,0.38597,0.55217,0.0059065,0.68542,0.15861,0.4397,0.38868,-0.15653,0.10742,0.49963,0.31522,0.69918,0.10171,-0.076469,-0.010095,-0.12853,0.69734,-0.029723,0.43395,-0.10028,0.17338,1.6492,0.0071351,0.054183,0.37925,-0.053787,0.5546,2.0211
12.663,-2.5869,0.46499,2,0.18045,1.2795,0.27577,0.18954,-0.12748,0.77733,-0.044653,0.45006,0.23538,-0.26156,-0.1328,0.095916,0.14494,-0.22309,-0.028072,0.17798,0.23749,0.42564,-0.12831,0.41307,-0.18566,-0.065774,0.41745,0.022902,0.022902,-0.076859,-0.063247,-0.098377,0.21375,0.38329,0.58735,0.032033,0.56927,0.22522,0.3384,0.27005,-0.17885,0.16005,0.53619,0.35215,0.63114,0.1211,-0.047349,-0.024448,-0.14127,0.59966,-0.0055012,0.43455,-0.11464,0.16624,1.6856,-0.0012526,-0.012136,0.32284,-0.078273,0.72167,1.9832
12.834,-2.5756,0.49795,2,0.139,1.3173,0.31649,0.105,-0.059305,0.72176,-0.065033,0.45988,0.24941,-0.26014,-0.092213,0.15518,0.19403,-0.23203,-0.022753,0.21688,0.18655,0.45407,-0.14947,0.442,-0.19275,-0.086959,0.4669,0.039391,0.039391,-0.069653,-0.10244,-0.045397,0.25936,0.35687,0.73012,0.036666,0.43396,0.29184,0.25828,0.15983,-0.14818,0.2394,0.5824,0.38039,0.51785,0.12991,0.026386,-0.0085161,-0.13791,0.53349,0.08207,0.43514,-0.129,0.24255,1.7628,-0.032858,-0.0082542,0.29164,-0.13681,0.85919,2.2887
12.999,-2.5623,0.5217,2,0.13538,1.4702,0.33732,0.067403,0.038407,0.70085,-0.070686,0.46828,0.26268,-0.26812,-0.035265,0.15568,0.25696,-0.20219,-0.0082465,0.26109,0.15769,0.46446,-0.18322,0.45204,-0.20384,-0.1191,0.47538,0.052083,0.052083,-0.061275,-0.13015,0.014165,0.33069,0.33045,1.011,0.043027,0.3762,0.30683,0.18619,0.068826,-0.11661,0.32735,0.5994,0.38657,0.39468,0.15682,0.13292,0.0077894,-0.078341,0.41718,0.0726,0.48757,-0.16279,0.35419,1.9088,-0.056031,0.051878,0.24097,-0.19535,0.99391,2.6752
13.165,-2.5651,0.54461,2,0.11543,1.6118,0.32908,0.066584,0.041486,0.63267,-0.075507,0.43946,0.2898,-0.27609,0.026429,0.15617,0.31378,-0.17235,0.0070459,0.27004,0.12907,0.46729,-0.22285,0.4198,-0.24989,-0.15124,0.46861,0.10436,0.10436,-0.058966,-0.13846,0.11014,0.36364,0.29423,1.292,0.046633,0.19613,0.32031,0.13664,0.010494,-0.14606,0.4121,0.59806,0.33454,0.28361,0.25691,0.27852,0.044497,0.0082092,0.29891,0.14805,0.54,-0.21011,0.45089,2.0107,-0.15028,0.11838,0.20197,-0.22245,0.98593,2.8611
13.33,-2.5548,0.56206,2,0.18077,1.619,0.2744,0.07016,0.0027684,0.51455,-0.074602,0.38101,0.31342,-0.1629,0.097468,0.17804,0.34572,-0.11999,0.012309,0.22554,0.10245,0.43586,-0.26266,0.34884,-0.17415,-0.18819,0.42777,0.14031,0.14031,-0.044324,-0.14122,0.20065,0.37342,0.27428,1.5408,0.05024,0.18866,0.31541,0.096989,-0.049898,-0.16498,0.51322,0.61416,0.28251,0.18582,0.36589,0.42411,0.069199,0.14194,0.2025,0.16632,0.59207,-0.2579,0.59345,2.1144,-0.1657,0.22565,0.13529,-0.24843,0.9964,2.9766
13.498,-2.5408,0.57812,2,0.16994,1.6262,0.22054,0.091868,-0.047708,0.33444,-0.047435,0.31895,0.29824,-0.072484,0.12878,0.19485,0.33357,-0.062276,0.011561,0.17535,0.078083,0.41797,-0.30248,0.25242,-0.07327,-0.21216,0.46836,0.17431,0.17431,-0.033959,-0.13936,0.26528,0.37091,0.32075,1.5631,0.033237,0.12036,0.27324,0.084589,-0.083487,-0.13254,0.61435,0.74382,0.26811,0.11275,0.47488,0.50383,0.086584,0.27566,0.13528,0.2452,0.65802,-0.29807,0.66204,2.02,-0.21257,0.22104,0.078121,-0.26486,1.0076,3.0286
